Id	Species	Latitude	Longitude	Zone	Basin	Centroid Size	Log Centroid Size	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26	ProcCoord27	ProcCoord28	ProcCoord29	ProcCoord30	ProcCoord31	ProcCoord32
AD20-080	p.formosa	26.0223	-97.4582	Z1	7040048420	4.926434417255921	1.5946154844530585	-0.3296902495023769	0.050154741386008714	-0.1948015987234772	0.08788688190084608	0.06628025929743711	0.13125043549289658	0.1967753315659499	0.09595799584989316	0.369389732195101	0.08059030814459552	0.38572045369563274	0.013345539533375715	0.36865474507370477	-0.05531588360362586	0.18517769701798406	-0.06396288851704443	0.1275721617857543	-0.0872280833871481	0.007627098942617637	-0.1288642833364133	-0.19124889061337227	-0.06584537012192385	-0.24522706696045324	-0.04144992902237941	-0.12807617639967703	-0.014201312961806534	-0.11607618397441673	-0.05686370990777848	-0.2815663522999219	0.030150516906144377	-0.22051096110048468	0.024395041644359673
AD20-081	p.formosa	26.0223	-97.4582	Z1	7040048420	4.717628312736485	1.5513061971988846	-0.3358661296658967	0.04204077550776155	-0.1999093848759129	0.08917228421687788	0.06639879075234166	0.140067504539029	0.18575404157386097	0.10397019693738876	0.3768477467517232	0.07700549196502501	0.3890503847351777	0.006673372285134566	0.3627057596120923	-0.06268593386885561	0.17959879040650684	-0.06640197800416145	0.12919016959961402	-0.0899863218783332	0.006194897742757466	-0.11909596908515065	-0.18812592620164562	-0.06604207607537899	-0.24217291960864132	-0.044759859428268094	-0.11882438251462862	-0.006297421760031183	-0.1044433014500121	-0.04933432441514985	-0.28215806306795	0.023135722060960914	-0.2242404737893856	0.022538537003151685
AD20-082	p.formosa	26.0223	-97.4582	Z1	7040048420	4.6043025917661975	1.5269912123676537	-0.3289585245257817	0.04826513395221964	-0.19580740197763885	0.09119195901982043	0.06765861449310948	0.13463073667203518	0.19624234798358814	0.09754095424529628	0.3794266365430618	0.08103505718074469	0.39311890198568084	0.008701526947600777	0.364853804227695	-0.05541289640334915	0.1698952899110966	-0.06415819371615836	0.1237832373325212	-0.08482172969086779	-0.005593058868308843	-0.11889399958428688	-0.18033360603041435	-0.07262815240127665	-0.24828148191201188	-0.04709933469124463	-0.12210189471706945	-0.007265249687456367	-0.10852744550584913	-0.0582770464603808	-0.2820579251221484	0.025641929349828167	-0.22331749381752963	0.02154930526747523
AD20-083	p.formosa	26.0223	-97.4582	Z1	7040048420	5.259179984735047	1.6599751181583016	-0.3221754581063989	0.04432501261288312	-0.20738294367640142	0.08360233477285448	0.06623152717381854	0.13669662524166096	0.2076257960177478	0.09695800153195598	0.3763502581444258	0.07873073419472083	0.39077531508091434	0.00847246120896864	0.36500076411837007	-0.055684882288968285	0.1729334480759905	-0.06424533476148483	0.12508397238090146	-0.08596387129677874	0.003562079614224437	-0.11735631591258827	-0.1916987937187271	-0.06713816968969427	-0.23737970263767355	-0.04394121019950349	-0.12829874560765359	-0.011883179983344509	-0.11657916453874113	-0.051992477213068836	-0.2798384478934658	0.024247764533724417	-0.22420990442733385	0.025172507248662997
AD20-084	p.formosa	26.0223	-97.4582	Z1	7040048420	4.205648112010502	1.4364284104449445	-0.33476566381996836	0.04614030444163319	-0.2010362705554384	0.08810548769624371	0.06743007675366444	0.1359777012314968	0.18536873469210455	0.10132264900340054	0.3771456300176912	0.07616628652238869	0.39515778206703656	0.007885245017050803	0.3710486665346233	-0.058950823414922734	0.16953331678753222	-0.06680987023525568	0.12336970504101656	-0.08752250392217834	-0.003527240945776495	-0.11124634355117093	-0.18433045523040878	-0.07373589731971263	-0.23504045551609962	-0.05250020410238895	-0.117456263106804	-0.006998264555230407	-0.10675089051854836	-0.05344767341438226	-0.28336519680595285	0.024259172863924747	-0.2227814753946735	0.031354733739103774
AD20-085	p.formosa	26.0223	-97.4582	Z1	7040048420	4.8979519811294345	1.5888171547108763	-0.32839044934371	0.038375645796078786	-0.20209970460827423	0.08492070923420529	0.06579655354978918	0.14490345359966392	0.20805615597941426	0.09926048419936022	0.3718239812323996	0.07720560774704338	0.39007279519616883	0.005776326483622822	0.3617180650775589	-0.062098407136649415	0.17371762643707453	-0.061329765675097	0.1285979097791225	-0.08426082012015586	0.0036815315908913836	-0.12293897702367085	-0.1957620423670635	-0.06949444391003426	-0.23417901556591428	-0.054339769411070216	-0.12800290073587786	-0.0021702077224210023	-0.11181866650570343	-0.047093351170245455	-0.2803714255672918	0.02464031966391301	-0.22284041414858488	0.028643195445455853
AD20-086	p.latipinna	26.07	-97.9612	Z1	7040049270	5.434959431433229	1.6928520562276015	-0.31335298830116365	0.040396503794383726	-0.20586969995701673	0.08299379804480858	0.02681625905787197	0.1251291732968773	0.19203083330487117	0.09519590367939702	0.3908314052125685	0.07409547739092824	0.39851864341215815	0.013255688427497749	0.3825923299045514	-0.048373836338741406	0.1695063604344322	-0.07647374914214473	0.1243224707781187	-0.09184805595019044	-0.005428636625945179	-0.11003511687519345	-0.19885877090818074	-0.06667916244615026	-0.23764398172995888	-0.042835255152322727	-0.12461474765866197	-0.01490132614794014	-0.11184294375050477	-0.04377246874743939	-0.2689121463865462	0.031596533996352254	-0.21809438678659396	0.032255892169876586
AD20-087	p.latipinna	26.07	-97.9612	Z1	7040049270	4.7764700273840734	1.5637017856918187	-0.32294357600487	0.039452499448764534	-0.20613796163883677	0.08696207162504055	0.03807569759432916	0.12459524348101075	0.21724828970767313	0.08882370552332575	0.37332235361665433	0.07243603461037412	0.39112445246818905	0.010661280877959178	0.3617167243306324	-0.05511090665139737	0.18277555326159742	-0.0615199551108913	0.14092150855507615	-0.08727126413660793	0.005882859996071276	-0.10712847446733462	-0.21469192502901138	-0.06128504102104162	-0.23469081488725807	-0.05273596908474236	-0.12193474031837662	-0.006521148209105945	-0.10655838312993304	-0.04873445230995491	-0.27916330060688616	0.027146248437188082	-0.2249467379150499	0.030230126987412786
AD20-088	p.latipinna	26.07	-97.9612	Z1	7040049270	5.021266085423263	1.6136821101561294	-0.31754683248274285	0.042420617445175134	-0.20413032898899647	0.08581165500251003	0.017040755748746323	0.13310124204600082	0.210242203419063	0.09982802321255557	0.3786415913632195	0.07047419613072554	0.38978764420600065	0.009902674533627916	0.3664861370031813	-0.05401322214253721	0.18308775706747316	-0.06741029212167281	0.14306310432752234	-0.09517871309858865	0.01088927019279033	-0.1252014053665073	-0.20574534633084976	-0.06311731138179906	-0.23247121017111808	-0.04203130632037317	-0.13464522934633602	-0.009164768852862418	-0.1135396066921605	-0.04474532989866209	-0.2675530084946704	0.029102268324438463	-0.223606900821121	0.03022167248796804
AD20-089	p.formosa	26.07	-97.9612	Z1	7040049270	5.097348633028098	1.6287205286711188	-0.3285594879398461	0.025978058740051845	-0.21176549352912452	0.07773122071330818	0.06207510312409414	0.12473832936457817	0.20059296799098336	0.08969278846180147	0.38347727586269514	0.06077152998337826	0.38814212399664483	0.003510980582648219	0.368714501447351	-0.05311917969632609	0.18940603158854888	-0.055654495148697046	0.12447871756921541	-0.07743747437161647	0.008475265845437258	-0.10177925042231059	-0.20259469838980693	-0.06031601332202761	-0.23921026140896606	-0.04701434758618678	-0.12358032256409697	0.0058854460125132724	-0.11123013951353272	-0.035328069320214435	-0.2810778474829839	0.02188491973977153	-0.22734373659661372	0.020455556269330086
AD20-090	p.formosa	26.07	-97.9612	Z1	7040049270	4.835596415526	1.5760044750777438	-0.3228103547992107	0.03889714237600019	-0.21027527537956842	0.07909583630877383	0.0667909663007597	0.10589090843403676	0.18540204478582595	0.08955002557166383	0.38920851699886366	0.07067276757600016	0.3971236216332085	0.011411546892983605	0.38434580536361723	-0.04690119081627793	0.16720404629535265	-0.07083038474752107	0.12048864081363432	-0.07716803649184426	0.0013140100878327662	-0.08957522106409527	-0.21448018058292442	-0.05622187026060286	-0.23487579726756289	-0.04834930770576318	-0.1224988786165588	-0.006440540255096831	-0.10446805218331305	-0.045865830230674635	-0.2793656155734742	0.02503095517338292	-0.223103497876481	0.02080319923903383
AD22-001	p.formosa	26.07	-97.9612	Z1	7040049270	5.450672614684906	1.6957390165985964	-0.324272318436845	0.02849155451361993	-0.21571674279446373	0.06944378192089809	0.07137023215938453	0.12032840337931347	0.19912600861248392	0.09063952663975727	0.38993846065332094	0.0678235532322745	0.394174313343284	0.005511359730758085	0.37108830913756397	-0.05091254322946434	0.17028205620902204	-0.06444375404717813	0.12589120719763708	-0.08141148174819808	-0.00249166030751735	-0.08702115291232375	-0.1991393870455335	-0.062452298328762944	-0.2404461022447089	-0.04816135213514844	-0.12699558189995602	0.0029217295290657154	-0.10621675564043272	-0.03707037333299727	-0.27826827280855837	0.021224502201935298	-0.2283237661346815	0.02508854458644956
AD19-002	p.latipinna	27.8188	-97.0734	Z2	7040048420	6.166326783171093	1.819103325654688	-0.3342379347559735	0.03392170182950127	-0.19455358682601326	0.09877882668757232	0.004690539157206604	0.1468032520558056	0.19720257901456098	0.1024037398692978	0.3884605034312283	0.08207355189396165	0.3929928992111961	0.002406066262642579	0.3729981662254191	-0.07449942973272221	0.16934420393373148	-0.07158545351370432	0.11574414377572224	-0.09093494616785135	0.00412114719137578	-0.11564268409237632	-0.19460987780099542	-0.07294170165984316	-0.21532259799428313	-0.062338769667799825	-0.10853741212220448	-8.077578864909996E-5	-0.09597268059419503	-0.045691424363557435	-0.28153642923385475	0.031017051792453947	-0.22078366261292	0.03631099459526844
AD19-003	p.latipinna	27.8188	-97.0734	Z2	7040048420	7.447289255945329	2.007850107916617	-0.31966249088014814	0.04270732614967565	-0.1996626725585267	0.0915392600003967	0.023637397153329052	0.1254719510942969	0.195437540952108	0.08972772873302637	0.3917807559285722	0.08053592578272978	0.3923898173016244	0.006570455539976817	0.38791774398234896	-0.06913851572330337	0.16330740194401222	-0.06061161848024789	0.1179292639806086	-0.07625260244429137	0.011983160743524571	-0.09933598989363025	-0.18951759484466602	-0.06660876327246702	-0.23804484106859453	-0.04256616807060718	-0.12260634742123264	-0.020712923180714906	-0.1119266522058835	-0.052255351286790534	-0.27606249844375486	0.02878695415088754	-0.22689998456332178	0.022142330901062785
AD19-004	p.latipinna	27.8188	-97.0734	Z2	7040048420	4.652566072289397	1.5374189108927299	-0.3407215736493294	0.049408285263644394	-0.19419309864785228	0.10285106179789039	0.0224192027329932	0.1446374655901421	0.20596194519445468	0.09617564296697247	0.3744579283818155	0.08226816272206666	0.3802805748115379	0.00743235440126942	0.3646483474019473	-0.0657741083250471	0.17950179148020248	-0.07010274537401505	0.1336024868456219	-0.09424502161877063	0.009587924258847635	-0.11906320377624104	-0.1916210312851044	-0.0734372345016033	-0.23632891021435815	-0.05901544386857826	-0.1071953217868566	-0.01195825678500672	-0.09825186255741493	-0.051101413545156224	-0.28290826475520153	0.03343595703320928	-0.21924013821130603	0.02848849801922388
AD19-005	p.latipinna	27.8188	-97.0734	Z2	7040048420	6.060700159424255	1.8018253312660266	-0.3246050489314965	0.03730968435962056	-0.20607295396287167	0.08974403990041008	0.022251004464466803	0.13195094335662505	0.19425873611701736	0.09225298366293264	0.38671505536363343	0.07008864931420634	0.3926088710538555	0.0016172427084076351	0.3788674460869581	-0.06176050899005538	0.17789623701216706	-0.06582931801635665	0.12549701486834441	-0.08021543084229107	0.004139061815730424	-0.10003503634658532	-0.18698434516370915	-0.06717624616865851	-0.23525325015590987	-0.05045440838091817	-0.11693286393267047	-0.004475394797066356	-0.10441421545958884	-0.04635703642399242	-0.28165611414017716	0.02633726210860872	-0.22631463503575047	0.02700257455511334
AD19-006	p.latipinna	27.8188	-97.0734	Z2	7040048420	6.00016656466413	1.7917872296200867	-0.3295885323339212	0.046070459894919806	-0.2042965408256623	0.09550435219440612	0.021285562717970847	0.13021973028948527	0.19491724773878666	0.09656467403684414	0.38125962176699607	0.08094370681706295	0.3806780714144113	0.008455403544552837	0.38345868409354117	-0.06095395712717198	0.17380801866507917	-0.07871063479635113	0.12445215485178626	-0.09152185113887606	0.00972557497909015	-0.11017819801920212	-0.20047053784469157	-0.06847970013287437	-0.23710985610657379	-0.05340929343675445	-0.1059190168445843	-0.006162006424501664	-0.09058982127748924	-0.05190716190056775	-0.27933543989754916	0.03214289908009688	-0.22227519109719074	0.03142157711893188
AD19-007	p.latipinna	27.8188	-97.0734	Z2	7040048420	4.87773927723971	1.5846818496649495	-0.329274013243145	0.04864975560550121	-0.19808848156624315	0.09829326946532303	0.031893275638482335	0.15003512004753547	0.1976470513962466	0.1066785600438965	0.37914275591242774	0.06918717582657083	0.3862628649080061	5.910215347607797E-4	0.36471202431971383	-0.06492995806112287	0.17864438584430165	-0.058840973628568986	0.13536175245024967	-0.08374017494615978	0.00806590130355587	-0.12448816551305067	-0.19459752415514897	-0.0736780306442711	-0.22701174157271317	-0.05685365971794034	-0.12405794075565803	-0.016324817614155662	-0.10555707505145373	-0.04907251914391879	-0.2816533814243582	0.027878205517484385	-0.22148985400426402	0.02661519122811569
AD19-009	p.latipinna	27.8188	-97.0734	Z2	7040048420	4.90340782541473	1.5899304379606456	-0.3384957089116655	0.03602510989390431	-0.192874378767499	0.1046662621067491	0.014857159051150239	0.14001730352378816	0.19486711559073613	0.0965952184099793	0.38827509240298386	0.0709137361556444	0.39614075803692417	-9.705666150147847E-4	0.37405054359098455	-0.07160848548390303	0.16557550996849726	-0.06354637898049358	0.11839687599595264	-0.07850546865512807	0.012507874928370886	-0.1020341084193638	-0.18214344189537435	-0.07097592258772753	-0.2233627408261697	-0.061055099674384015	-0.11509284157660933	-0.001946756552597915	-0.09969167261850219	-0.04454438573973918	-0.2888149395041754	0.024113155183519978	-0.22419520546560318	0.0228563874347667
AD19-010	p.latipinna	27.8188	-97.0734	Z2	7040048420	5.94227574007204	1.7820921812266062	-0.3247667500972334	0.030931862701135456	-0.20196736591577116	0.08816733635912473	0.026458829630193772	0.13853083265301872	0.20641290541193347	0.09437079039443899	0.38091610808285054	0.0744383434037215	0.3892327803581443	0.006528785498921422	0.3797597365030373	-0.06749470979444633	0.17367669891522236	-0.07196120045850705	0.11634438008043722	-0.08514236969953273	0.013888244843342026	-0.10200567688097396	-0.19145347179447703	-0.07165448955094297	-0.23245310059465782	-0.057791778651967794	-0.1254595293820151	-0.0011483922423460276	-0.10904851861606546	-0.036771976218455536	-0.2811798998683194	0.029523785890456247	-0.22036104755662433	0.03147885659635513
AD19-011	p.latipinna	27.8188	-97.0734	Z2	7040048420	5.904692390621634	1.7757473552563032	-0.3282488199017563	0.043008628637087855	-0.20827111999255574	0.09371445162109858	0.030464860528845186	0.13794495631216333	0.21220730942966276	0.09476856877462328	0.37908213565601184	0.07352465781017628	0.39104174963537214	0.007676735203273744	0.3626876384370964	-0.06365011512047956	0.18039054909151164	-0.0685922664357236	0.12246465822695089	-0.09031296493786727	0.008993346545340383	-0.10274279398268578	-0.1843762682534076	-0.07083584651268834	-0.23144013797264232	-0.05746341652005105	-0.11864321681075865	-0.006493321688582139	-0.10374129026851775	-0.04321278357774398	-0.28488083456516894	0.026200513732229105	-0.22773055978598364	0.02646499668516985
AD19-012	p.latipinna	27.8188	-97.0734	Z2	7040048420	4.386947911862743	1.4786337488203913	-0.333835453499134	0.04544143957944703	-0.19245113839467567	0.0871487470165065	0.036334469223951615	0.1333635501854206	0.1960514079345857	0.08897824178964778	0.3721043395208918	0.07601579760504563	0.3841514867656167	0.0087713353479228	0.3691516943195092	-0.059772727600388036	0.18618394501952962	-0.06445352080231696	0.1353042924783517	-0.09091762217043513	0.012769415420530847	-0.12188020692399372	-0.20412983472112814	-0.08320691356592565	-0.2412580113823762	-0.06315166817242847	-0.11377594709222767	0.00990380277378401	-0.10364489170480856	-0.03283359893354735	-0.2829079263002401	0.033566201204880394	-0.2200478475883765	0.03302714266637968
AD19-013	p.latipinna	27.8188	-97.0734	Z2	7040048420	4.624065171462444	1.5312742254451583	-0.3261112508795185	0.03537984258340847	-0.2002656012658608	0.08055854958551763	0.03677091056958157	0.12543473275607064	0.21764119138323315	0.08601446551184502	0.375473733480941	0.07527721045603164	0.3844149307423059	0.011216715025204684	0.37434980667013895	-0.055578349898348194	0.18127792680677302	-0.06692852913632966	0.12519313102076887	-0.08819719931472056	0.007830153814416891	-0.10883400312921582	-0.20218146227505912	-0.0711317907885599	-0.23519254782807467	-0.05569236344072229	-0.11626542654884447	0.007761641045671839	-0.11538274047797624	-0.038010587512413915	-0.2832149061902256	0.03140880261442049	-0.22433784902260043	0.03132086364213942
AD19-014	p.latipinna	27.8188	-97.0734	Z2	7040048420	5.917936017994853	1.7779877424959263	-0.32478675545310653	0.04199524749701778	-0.20459560032334628	0.09391453069905258	0.01760669730211727	0.14102005818571658	0.19533721170930507	0.10022950953331429	0.3790651009847501	0.0769408383843842	0.39185545378558073	0.0038889350673568038	0.380688615117693	-0.06748816957438777	0.17152449594779648	-0.07072184988984385	0.12400602184785499	-0.08908196455901647	0.010210846756652896	-0.11079862677377889	-0.19193747213329598	-0.06781245328911846	-0.22713201965654742	-0.051660112977799336	-0.11524237202343296	-0.009989072732036492	-0.10258657109855301	-0.05144822487360563	-0.2799171718971482	0.029404727733648522	-0.22409648086632014	0.03160662756909564
AD19-015	p.latipinna	27.8188	-97.0734	Z2	7040048420	6.111980920554264	1.810250930222283	-0.33310364671103165	0.034060437401073035	-0.1912470545089575	0.0931209749939566	0.00892190752740881	0.12787475205798537	0.19019123269432697	0.08927801976105762	0.4017119702642258	0.0753560557091229	0.4066173985013886	0.007101224795061945	0.37954055309510704	-0.059836425682848866	0.15904070828502576	-0.06472138300897218	0.09815672461311173	-0.08183055088454454	0.006288181429952249	-0.10575895855607557	-0.20193107859836817	-0.06822614810472216	-0.22650588514336467	-0.062285456414296496	-0.10827953263634844	-0.002182501316440769	-0.09615851840778539	-0.04622058695798463	-0.2757591867960574	0.03591940807684432	-0.21748377360863522	0.028351138130785554
AD19-016	p.latipinna	27.8188	-97.0734	Z2	7040048420	4.5974658515201625	1.5255052498494313	-0.3262573941280287	0.0547999342503548	-0.1966883387526877	0.09058205021800263	0.02865935393079328	0.13867571908611598	0.19641757222589212	0.09938221483534236	0.3755956675082037	0.07768960181806746	0.39179726691248695	0.007576437913841202	0.3708823752005441	-0.06067831679972231	0.17690212480184245	-0.06847096435357146	0.12824530347934568	-0.08840412525820952	0.00895384986765094	-0.12211044968017676	-0.18960702134834373	-0.07097822070453928	-0.23106899685792776	-0.05577168918208611	-0.11566621368018071	-0.012918392035628955	-0.10981352061224744	-0.052703803179920496	-0.2862313964483864	0.03245659968273599	-0.22212063209895946	0.030873403389394368
AD19-017	p.latipinna	27.8188	-97.0734	Z2	7040048420	4.533063108475651	1.5113978938727552	-0.3304125846080037	0.04488725575428561	-0.19022786006628062	0.090747230888428	0.024661320355653948	0.14034750437574006	0.20469150932081603	0.09465006582302504	0.3760266193119196	0.07151247782973277	0.38780360738035324	0.005830804898030738	0.3692330294232696	-0.060621359150581436	0.18058499571099446	-0.059689543769631814	0.1268424482416933	-0.0849731204558836	0.01589614858259114	-0.12153121583354616	-0.19447840178553574	-0.07476982980096282	-0.2391705463408252	-0.06197548864135488	-0.11764711652547465	-0.005546778184986532	-0.11218147373545066	-0.047484257821811954	-0.2832910807424638	0.0320609923437957	-0.21833061452325753	0.03655526174572138
