ID,LABELS,X.COR,Y.COR
AD19-035,LM3,2861,2292
AD19-035,LM4,3115,2223
AD19-035,LM5,3486,2199
AD19-035,LM6,3527,2063
AD19-035,LM7,3520,1917
AD19-035,LM8,3068,1900
AD19-035,LM9,2968,1871
AD19-035,LM10,2733,1871
AD19-035,LM11,2363,1951
AD19-035,LM12,2252,1998
AD19-035,LM13,2505,2055
AD19-035,LM14,2537,1965
AD19-035,LM15,2177,2148
AD19-035,LM16,2298,2149
AD19-036,LM1,2269,2124
AD19-036,LM2,2528,2201
AD19-036,LM3,3254,2334
AD19-036,LM4,3629,2225
AD19-036,LM5,4039,2155
AD19-036,LM6,4120,1969
AD19-036,LM7,4032,1801
AD19-036,LM8,3542,1791
AD19-036,LM9,3419,1738
AD19-036,LM10,3114,1696
AD19-036,LM11,2615,1847
AD19-036,LM12,2496,1890
AD19-036,LM13,2746,1998
AD19-036,LM14,2816,1868
AD19-036,LM15,2378,2089
AD19-036,LM16,2511,2075
AD19-037,LM1,2001,2137
AD19-037,LM2,2533,2318
AD19-037,LM3,2891,2406
AD19-037,LM4,3208,2354
AD19-037,LM5,3667,2329
AD19-037,LM6,3695,2166
AD19-037,LM7,3667,1996
AD19-037,LM8,3172,1934
AD19-037,LM9,3076,1891
AD19-037,LM10,2820,1825
AD19-037,LM11,2349,1896
AD19-037,LM12,2238,1929
AD19-037,LM13,2487,2032
AD19-037,LM14,2538,1934
AD19-037,LM15,2112,2106
AD19-037,LM16,2242,2110
AD19-038,LM1,2717,2378
AD19-038,LM2,2988,2439
AD19-038,LM3,3483,2490
AD19-038,LM4,3737,2417
AD19-038,LM5,4103,2371
AD19-038,LM6,4129,2242
AD19-038,LM7,4083,2101
AD19-038,LM8,3697,2098
AD19-038,LM9,3583,2064
AD19-038,LM10,3353,2057
AD19-038,LM11,2995,2146
AD19-038,LM12,2935,2159
AD19-038,LM13,3140,2254
AD19-038,LM14,3166,2168
AD19-038,LM15,2810,2333
AD19-038,LM16,2927,2334
AD19-039,LM1,2351,2410
AD19-039,LM2,2696,2484
AD19-039,LM3,3210,2540
AD19-039,LM4,3488,2455
AD19-039,LM5,3873,2391
AD19-039,LM6,3899,2240
AD19-039,LM7,3863,2080
AD19-039,LM8,3399,2068
AD19-039,LM9,3298,2038
AD19-039,LM10,3042,2014
AD19-039,LM11,2621,2157
AD19-039,LM12,2548,2190
AD19-039,LM13,2778,2273
AD19-039,LM14,2799,2172
AD19-039,LM15,2439,2369
AD19-039,LM16,2562,2373
AD19-040,LM1,2095,2025
AD19-040,LM2,2421,2128
AD19-040,LM3,2898,2203
AD19-040,LM4,3152,2133
AD19-040,LM5,3520,2089
AD19-040,LM6,3554,1955
AD19-040,LM7,3516,1808
AD19-040,LM8,3095,1801
AD19-040,LM9,2997,1769
AD19-040,LM10,2778,1739
AD19-040,LM11,2389,1812
AD19-040,LM12,2304,1834
AD19-040,LM13,2522,1945
AD19-040,LM14,2564,1854
AD19-040,LM15,2187,2002
AD19-040,LM16,2301,2001
AD19-041,LM1,2146,2319
AD19-041,LM2,2576,2397
AD19-041,LM3,3290,2421
AD19-041,LM4,3711,2266
AD19-041,LM5,4220,2176
AD19-041,LM6,4240,1993
AD19-041,LM7,4124,1797
AD19-041,LM8,3561,1801
AD19-041,LM9,3411,1755
AD19-041,LM10,3067,1721
AD19-041,LM11,2507,1971
AD19-041,LM12,2389,2039
AD19-041,LM13,2677,2099
AD19-041,LM14,2712,1969
AD19-041,LM15,2275,2253
AD19-041,LM16,2426,2250
AD19-042,LM1,2128,2192
AD19-042,LM2,2407,2274
AD19-042,LM3,3139,2400
AD19-042,LM4,3496,2322
AD19-042,LM5,3958,2274
AD19-042,LM6,4069,2110
AD19-042,LM7,3950,1928
AD19-042,LM8,3403,1898
AD19-042,LM9,3292,1839
AD19-042,LM10,2976,1775
AD19-042,LM11,2485,1909
AD19-042,LM12,2358,1958
AD19-042,LM13,2641,2062
AD19-042,LM14,2701,1943
AD19-042,LM15,2269,2151
AD19-042,LM16,2418,2151
AD19-043,LM1,2769,2527
AD19-043,LM2,2951,2591
AD19-043,LM3,3510,2678
AD19-043,LM4,3764,2614
AD19-043,LM5,4116,2588
AD19-043,LM6,4217,2471
AD19-043,LM7,4102,2326
AD19-043,LM8,3714,2301
AD19-043,LM9,3616,2259
AD19-043,LM10,3393,2239
AD19-043,LM11,3043,2329
AD19-043,LM12,2946,2357
AD19-043,LM13,3158,2438
AD19-043,LM14,3197,2345
AD19-043,LM15,2853,2507
AD19-043,LM16,2974,2502
AD19-044,LM1,2218,1869
AD19-044,LM2,2458,1934
AD19-044,LM3,3118,2005
AD19-044,LM4,3459,1907
AD19-044,LM5,3868,1842
AD19-044,LM6,3956,1694
AD19-044,LM7,3845,1531
AD19-044,LM8,3368,1514
AD19-044,LM9,3253,1471
AD19-044,LM10,2959,1437
AD19-044,LM11,2523,1599
AD19-044,LM12,2421,1650
AD19-044,LM13,2648,1738
AD19-044,LM14,2675,1609
AD19-044,LM15,2310,1822
AD19-044,LM16,2442,1819
AD19-045,LM1,2519,2028
AD19-045,LM2,2790,2066
AD19-045,LM3,3388,2110
AD19-045,LM4,3686,2005
AD19-045,LM5,4078,1910
AD19-045,LM6,4146,1771
AD19-045,LM7,4048,1609
AD19-045,LM8,3598,1643
AD19-045,LM9,3486,1609
AD19-045,LM10,3223,1582
AD19-045,LM11,2810,1734
AD19-045,LM12,2709,1785
AD19-045,LM13,2942,1853
AD19-045,LM14,2976,1744
AD19-045,LM15,2617,1968
AD19-045,LM16,2746,1951
AD19-046,LM1,2149,2091
AD19-046,LM2,2440,2186
AD19-046,LM3,2923,2284
AD19-046,LM4,3186,2222
AD19-046,LM5,3552,2180
AD19-046,LM6,3653,2055
AD19-046,LM7,3541,1901
AD19-046,LM8,3130,1879
AD19-046,LM9,3035,1851
AD19-046,LM10,2820,1831
AD19-046,LM11,2448,1893
AD19-046,LM12,2342,1921
AD19-046,LM13,2566,2021
AD19-046,LM14,2599,1926
AD19-046,LM15,2241,2066
AD19-046,LM16,2356,2074
AD19-047,LM1,2267,2273
AD19-047,LM2,2582,2359
AD19-047,LM3,3249,2412
AD19-047,LM4,3576,2289
AD19-047,LM5,4006,2187
AD19-047,LM6,4096,2011
AD19-047,LM7,3961,1839
AD19-047,LM8,3482,1872
AD19-047,LM9,3351,1835
AD19-047,LM10,3052,1823
AD19-047,LM11,2615,1977
AD19-047,LM12,2500,2032
AD19-047,LM13,2754,2109
AD19-047,LM14,2791,2007
AD19-047,LM15,2398,2216
AD19-047,LM16,2537,2204
AD19-048,LM1,1895,1385
AD19-048,LM2,2226,1512
AD19-048,LM3,2721,1606
AD19-048,LM4,3007,1549
AD19-048,LM5,3437,1549
AD19-048,LM6,3535,1406
AD19-048,LM7,3445,1250
AD19-048,LM8,3007,1193
AD19-048,LM9,2872,1152
AD19-048,LM10,2627,1111
AD19-048,LM11,2234,1177
AD19-048,LM12,2124,1214
AD19-048,LM13,2345,1304
AD19-048,LM14,2386,1214
AD19-048,LM15,2009,1369
AD19-048,LM16,2140,1365
AD19-049,LM1,2503,2478
AD19-049,LM2,2926,2568
AD19-049,LM3,3551,2586
AD19-049,LM4,3920,2447
AD19-049,LM5,4433,2370
AD19-049,LM6,4469,2199
AD19-049,LM7,4375,2028
AD19-049,LM8,3776,2037
AD19-049,LM9,3650,1992
AD19-049,LM10,3331,1997
AD19-049,LM11,2850,2187
AD19-049,LM12,2741,2240
AD19-049,LM13,2998,2330
AD19-049,LM14,3047,2195
AD19-049,LM15,2629,2438
AD19-049,LM16,2773,2424
AD19-050,LM1,2453,2312
AD19-050,LM2,2849,2424
AD19-050,LM3,3479,2505
AD19-050,LM4,3835,2388
AD19-050,LM5,4325,2321
AD19-050,LM6,4438,2127
AD19-050,LM7,4294,1947
AD19-050,LM8,3754,1947
AD19-050,LM9,3628,1911
AD19-050,LM10,3313,1880
AD19-050,LM11,2827,2010
AD19-050,LM12,2710,2055
AD19-050,LM13,2993,2150
AD19-050,LM14,3038,2046
AD19-050,LM15,2602,2249
AD19-050,LM16,2750,2244
AD20-054,LM1,2788,1971
AD20-054,LM2,2973,2039
AD20-054,LM3,3437,2109
AD20-054,LM4,3634,2048
AD20-054,LM5,3922,2005
AD20-054,LM6,3953,1903
AD20-054,LM7,3892,1796
AD20-054,LM8,3578,1799
AD20-054,LM9,3464,1768
AD20-054,LM10,3311,1743
AD20-054,LM11,3028,1802
AD20-054,LM12,2954,1823
AD20-054,LM13,3133,1900
AD20-054,LM14,3163,1823
AD20-054,LM15,2868,1949
AD20-054,LM16,2967,1943
AD20-056,LM1,2573,2051
AD20-056,LM2,2785,2131
AD20-056,LM3,3314,2232
AD20-056,LM4,3584,2161
AD20-056,LM5,3892,2137
AD20-056,LM6,3944,2014
AD20-056,LM7,3867,1873
AD20-056,LM8,3517,1866
AD20-056,LM9,3406,1839
AD20-056,LM10,3203,1790
AD20-056,LM11,2865,1848
AD20-056,LM12,2770,1879
AD20-056,LM13,2988,1968
AD20-056,LM14,3022,1876
AD20-056,LM15,2687,2023
AD20-056,LM16,2797,2014
AD20-057,LM1,2712,2302
AD20-057,LM2,2901,2380
AD20-057,LM3,3388,2458
AD20-057,LM4,3615,2394
AD20-057,LM5,3946,2333
AD20-057,LM6,3980,2218
AD20-057,LM7,3916,2089
AD20-057,LM8,3557,2096
AD20-057,LM9,3476,2066
AD20-057,LM10,3280,2052
AD20-057,LM11,2979,2116
AD20-057,LM12,2895,2150
AD20-057,LM13,3084,2214
AD20-057,LM14,3094,2133
AD20-057,LM15,2800,2282
AD20-057,LM16,2908,2268
AD20-058,LM1,2355,2545
AD20-058,LM2,2671,2668
AD20-058,LM3,3165,2772
AD20-058,LM4,3459,2728
AD20-058,LM5,3798,2690
AD20-058,LM6,3861,2545
AD20-058,LM7,3790,2408
AD20-058,LM8,3418,2371
AD20-058,LM9,3314,2330
AD20-058,LM10,3076,2270
AD20-058,LM11,2686,2341
AD20-058,LM12,2596,2367
AD20-058,LM13,2794,2486
AD20-058,LM14,2831,2389
AD20-058,LM15,2474,2530
AD20-058,LM16,2596,2534
AD20-059,LM1,2889,2569
AD20-059,LM2,3023,2610
AD20-059,LM3,3417,2648
AD20-059,LM4,3567,2587
AD20-059,LM5,3811,2534
AD20-059,LM6,3869,2447
AD20-059,LM7,3793,2364
AD20-059,LM8,3524,2384
AD20-059,LM9,3453,2364
AD20-059,LM10,3315,2348
AD20-059,LM11,3094,2409
AD20-059,LM12,3026,2437
AD20-059,LM13,3173,2488
AD20-059,LM14,3181,2435
AD20-059,LM15,2950,2539
AD20-059,LM16,3031,2531
AD20-060,LM1,2374,2610
AD20-060,LM2,2590,2681
AD20-060,LM3,3138,2752
AD20-060,LM4,3402,2671
AD20-060,LM5,3716,2627
AD20-060,LM6,3777,2495
AD20-060,LM7,3699,2370
AD20-060,LM8,3338,2363
AD20-060,LM9,3229,2333
AD20-060,LM10,3001,2301
AD20-060,LM11,2655,2397
AD20-060,LM12,2560,2434
AD20-060,LM13,2763,2505
AD20-060,LM14,2776,2407
AD20-060,LM15,2458,2593
AD20-060,LM16,2573,2573
AD20-061,LM1,2881,2650
AD20-061,LM2,3233,2725
AD20-061,LM3,3682,2762
AD20-061,LM4,3949,2684
AD20-061,LM5,4271,2623
AD20-061,LM6,4294,2485
AD20-061,LM7,4240,2356
AD20-061,LM8,3848,2366
AD20-061,LM9,3753,2336
AD20-061,LM10,3523,2333
AD20-061,LM11,3165,2414
AD20-061,LM12,3067,2458
AD20-061,LM13,3307,2532
AD20-061,LM14,3327,2431
AD20-061,LM15,2983,2620
AD20-061,LM16,3091,2593
AD20-062,LM1,2138,2436
AD20-062,LM2,2397,2503
AD20-062,LM3,3021,2541
AD20-062,LM4,3335,2436
AD20-062,LM5,3693,2377
AD20-062,LM6,3737,2220
AD20-062,LM7,3662,2076
AD20-062,LM8,3216,2092
AD20-062,LM9,3106,2066
AD20-062,LM10,2844,2068
AD20-062,LM11,2456,2162
AD20-062,LM12,2312,2220
AD20-062,LM13,2573,2301
AD20-062,LM14,2617,2189
AD20-062,LM15,2225,2392
AD20-062,LM16,2336,2371
AD20-063,LM1,2725,2530
AD20-063,LM2,2870,2586
AD20-063,LM3,3264,2630
AD20-063,LM4,3409,2583
AD20-063,LM5,3644,2524
AD20-063,LM6,3672,2452
AD20-063,LM7,3627,2362
AD20-063,LM8,3354,2390
AD20-063,LM9,3300,2359
AD20-063,LM10,3152,2351
AD20-063,LM11,2935,2387
AD20-063,LM12,2848,2424
AD20-063,LM13,3010,2482
AD20-063,LM14,3025,2428
AD20-063,LM15,2794,2518
AD20-063,LM16,2874,2518
AD20-064,LM1,2700,2295
AD20-064,LM2,2934,2356
AD20-064,LM3,3460,2407
AD20-064,LM4,3708,2320
AD20-064,LM5,4027,2262
AD20-064,LM6,4046,2133
AD20-064,LM7,3988,2004
AD20-064,LM8,3625,2030
AD20-064,LM9,3518,2004
AD20-064,LM10,3309,1985
AD20-064,LM11,2976,2074
AD20-064,LM12,2895,2102
AD20-064,LM13,3094,2175
AD20-064,LM14,3110,2085
AD20-064,LM15,2800,2253
AD20-064,LM16,2915,2245
AD20-065,LM1,2174,2441
AD20-065,LM2,2475,2556
AD20-065,LM3,3141,2634
AD20-065,LM4,3496,2532
AD20-065,LM5,3899,2495
AD20-065,LM6,3946,2336
AD20-065,LM7,3878,2181
AD20-065,LM8,3419,2184
AD20-065,LM9,3267,2167
AD20-065,LM10,2979,2140
AD20-065,LM11,2553,2187
AD20-065,LM12,2404,2224
AD20-065,LM13,2671,2333
AD20-065,LM14,2739,2231
AD20-065,LM15,2283,2397
AD20-065,LM16,2408,2394
AD20-066,LM1,2730,2558
AD20-066,LM2,2933,2638
AD20-066,LM3,3397,2666
AD20-066,LM4,3621,2601
AD20-066,LM5,3947,2530
AD20-066,LM6,3962,2414
AD20-066,LM7,3873,2324
AD20-066,LM8,3554,2346
AD20-066,LM9,3474,2324
AD20-066,LM10,3281,2314
AD20-066,LM11,3013,2370
AD20-066,LM12,2908,2401
AD20-066,LM13,3086,2463
AD20-066,LM14,3126,2383
AD20-066,LM15,2819,2521
AD20-066,LM16,2924,2500
AD20-067,LM1,2545,2025
AD20-067,LM2,2844,2101
AD20-067,LM3,3359,2146
AD20-067,LM4,3613,2060
AD20-067,LM5,3956,1999
AD20-067,LM6,3997,1864
AD20-067,LM7,3924,1721
AD20-067,LM8,3519,1717
AD20-067,LM9,3388,1692
AD20-067,LM10,3196,1680
AD20-067,LM11,2848,1778
AD20-067,LM12,2741,1827
AD20-067,LM13,2975,1913
AD20-067,LM14,3016,1807
AD20-067,LM15,2656,1974
AD20-067,LM16,2774,1974
AD20-068,LM1,3172,2066
AD20-068,LM2,3351,2147
AD20-068,LM3,3787,2227
AD20-068,LM4,3983,2174
AD20-068,LM5,4274,2126
AD20-068,LM6,4315,2028
AD20-068,LM7,4237,1930
AD20-068,LM8,3953,1924
AD20-068,LM9,3865,1897
AD20-068,LM10,3703,1863
AD20-068,LM11,3422,1907
AD20-068,LM12,3344,1934
AD20-068,LM13,3490,2008
AD20-068,LM14,3520,1937
AD20-068,LM15,3260,2042
AD20-068,LM16,3358,2049
AD20-069,LM1,2502,2515
AD20-069,LM2,2715,2563
AD20-069,LM3,3206,2586
AD20-069,LM4,3425,2505
AD20-069,LM5,3750,2441
AD20-069,LM6,3774,2323
AD20-069,LM7,3699,2208
AD20-069,LM8,3351,2231
AD20-069,LM9,3263,2204
AD20-069,LM10,3054,2204
AD20-069,LM11,2753,2295
AD20-069,LM12,2651,2353
AD20-069,LM13,2854,2397
AD20-069,LM14,2868,2302
AD20-069,LM15,2590,2485
AD20-069,LM16,2695,2471
AD20-070,LM1,2709,2019
AD20-070,LM2,2895,2074
AD20-070,LM3,3328,2097
AD20-070,LM4,3510,2021
AD20-070,LM5,3795,1943
AD20-070,LM6,3815,1837
AD20-070,LM7,3739,1742
AD20-070,LM8,3446,1781
AD20-070,LM9,3370,1761
AD20-070,LM10,3194,1753
AD20-070,LM11,2949,1837
AD20-070,LM12,2853,1884
AD20-070,LM13,3049,1935
AD20-070,LM14,3052,1851
AD20-070,LM15,2784,1993
AD20-070,LM16,2884,1988
AD20-071,LM1,2571,2320
AD20-071,LM2,2736,2376
AD20-071,LM3,3127,2401
AD20-071,LM4,3272,2351
AD20-071,LM5,3558,2287
AD20-071,LM6,3588,2200
AD20-071,LM7,3510,2113
AD20-071,LM8,3242,2141
AD20-071,LM9,3130,2122
AD20-071,LM10,3010,2122
AD20-071,LM11,2775,2175
AD20-071,LM12,2714,2203
AD20-071,LM13,2870,2270
AD20-071,LM14,2895,2197
AD20-071,LM15,2644,2315
AD20-071,LM16,2733,2306
AD22-002,LM1,2803,2118
AD22-002,LM2,3019,2211
AD22-002,LM3,3582,2270
AD22-002,LM4,3789,2203
AD22-002,LM5,4136,2166
AD22-002,LM6,4173,2056
AD22-002,LM7,4117,1935
AD22-002,LM8,3731,1934
AD22-002,LM9,3639,1906
AD22-002,LM10,3425,1890
AD22-002,LM11,3032,1958
AD22-002,LM12,2985,1979
AD22-002,LM13,3176,2073
AD22-002,LM14,3214,2001
AD22-002,LM15,2898,2126
AD22-002,LM16,2994,2126
AD22-003,LM1,2563,2272
AD22-003,LM2,2822,2368
AD22-003,LM3,3267,2443
AD22-003,LM4,3493,2413
AD22-003,LM5,3828,2412
AD22-003,LM6,3852,2315
AD22-003,LM7,3847,2200
AD22-003,LM8,3449,2132
AD22-003,LM9,3378,2111
AD22-003,LM10,3155,2056
AD22-003,LM11,2775,2107
AD22-003,LM12,2721,2133
AD22-003,LM13,2914,2240
AD22-003,LM14,2950,2173
AD22-003,LM15,2628,2271
AD22-003,LM16,2726,2274
AD22-004,LM1,3083,2095
AD22-004,LM2,3374,2201
AD22-004,LM3,3852,2267
AD22-004,LM4,4067,2221
AD22-004,LM5,4403,2186
AD22-004,LM6,4436,2084
AD22-004,LM7,4412,1947
AD22-004,LM8,4034,1914
AD22-004,LM9,3951,1888
AD22-004,LM10,3739,1867
AD22-004,LM11,3317,1920
AD22-004,LM12,3274,1939
AD22-004,LM13,3480,2046
AD22-004,LM14,3524,1962
AD22-004,LM15,3184,2090
AD22-004,LM16,3291,2095
AD22-005,LM1,3200,1679
AD22-005,LM2,3435,1796
AD22-005,LM3,3859,1838
AD22-005,LM4,4044,1788
AD22-005,LM5,4355,1759
AD22-005,LM6,4379,1666
AD22-005,LM7,4342,1561
AD22-005,LM8,4006,1536
AD22-005,LM9,3924,1525
AD22-005,LM10,3728,1508
AD22-005,LM11,3388,1548
AD22-005,LM12,3327,1569
AD22-005,LM13,3546,1644
AD22-005,LM14,3562,1586
AD22-005,LM15,3258,1694
AD22-005,LM16,3354,1696
AD22-006,LM1,2163,1848
AD22-006,LM2,2407,1966
AD22-006,LM3,2968,2138
AD22-006,LM4,3242,2114
AD22-006,LM5,3599,2133
AD22-006,LM6,3643,2028
AD22-006,LM7,3649,1905
AD22-006,LM8,3227,1814
AD22-006,LM9,3125,1767
AD22-006,LM10,2884,1696
AD22-006,LM11,2441,1709
AD22-006,LM12,2380,1730
AD22-006,LM13,2601,1872
AD22-006,LM14,2624,1828
AD22-006,LM15,2286,1876
AD22-006,LM16,2381,1881
AD22-007,LM1,2973,2114
AD22-007,LM2,3232,2204
AD22-007,LM3,3756,2269
AD22-007,LM4,3999,2221
AD22-007,LM5,4407,2194
AD22-007,LM6,4402,2092
AD22-007,LM7,4378,1963
AD22-007,LM8,3977,1921
AD22-007,LM9,3879,1883
AD22-007,LM10,3626,1847
AD22-007,LM11,3197,1941
AD22-007,LM12,3151,1960
AD22-007,LM13,3369,2037
AD22-007,LM14,3403,1971
AD22-007,LM15,3078,2104
AD22-007,LM16,3180,2105
AD22-008,LM1,2848,1740
AD22-008,LM2,3132,1823
AD22-008,LM3,3654,1911
AD22-008,LM4,3912,1868
AD22-008,LM5,4288,1870
AD22-008,LM6,4298,1763
AD22-008,LM7,4295,1643
AD22-008,LM8,3849,1557
AD22-008,LM9,3775,1534
AD22-008,LM10,3533,1484
AD22-008,LM11,3092,1550
AD22-008,LM12,3028,1586
AD22-008,LM13,3244,1665
AD22-008,LM14,3288,1601
AD22-008,LM15,2947,1718
AD22-008,LM16,3046,1717
AD22-009,LM1,2702,2033
AD22-009,LM2,3063,2179
AD22-009,LM3,3626,2267
AD22-009,LM4,3964,2194
AD22-009,LM5,4459,2118
AD22-009,LM6,4471,1961
AD22-009,LM7,4414,1772
AD22-009,LM8,3892,1767
AD22-009,LM9,3782,1738
AD22-009,LM10,3473,1697
AD22-009,LM11,3018,1807
AD22-009,LM12,2915,1841
AD22-009,LM13,3167,1951
AD22-009,LM14,3212,1847
AD22-009,LM15,2793,2003
AD22-009,LM16,2922,2005
AD22-010,LM1,2702,1723
AD22-010,LM2,2967,1837
AD22-010,LM3,3539,1956
AD22-010,LM4,3793,1870
AD22-010,LM5,4209,1798
AD22-010,LM6,4221,1673
AD22-010,LM7,4202,1520
AD22-010,LM8,3753,1527
AD22-010,LM9,3660,1487
AD22-010,LM10,3406,1434
AD22-010,LM11,2977,1536
AD22-010,LM12,2907,1568
AD22-010,LM13,3122,1670
AD22-010,LM14,3158,1604
AD22-010,LM15,2800,1710
AD22-010,LM16,2905,1717
AD22-011,LM1,2416,2104
AD22-011,LM2,2696,2247
AD22-011,LM3,3231,2360
AD22-011,LM4,3496,2311
AD22-011,LM5,3887,2286
AD22-011,LM6,3891,2163
AD22-011,LM7,3881,2031
AD22-011,LM8,3456,2001
AD22-011,LM9,3363,1962
AD22-011,LM10,3115,1902
AD22-011,LM11,2703,1966
AD22-011,LM12,2650,1986
AD22-011,LM13,2826,2092
AD22-011,LM14,2870,2019
AD22-011,LM15,2534,2113
AD22-011,LM16,2633,2117
AD22-012,LM1,3292,1987
AD22-012,LM2,3546,2033
AD22-012,LM3,3904,2049
AD22-012,LM4,4091,2009
AD22-012,LM5,4402,1985
AD22-012,LM6,4425,1897
AD22-012,LM7,4393,1799
AD22-012,LM8,4062,1769
AD22-012,LM9,3980,1758
AD22-012,LM10,3789,1748
AD22-012,LM11,3447,1820
AD22-012,LM12,3416,1837
AD22-012,LM13,3609,1893
AD22-012,LM14,3624,1831
AD22-012,LM15,3356,1954
AD22-012,LM16,3443,1952
AD22-013,LM1,2571,2163
AD22-013,LM2,2827,2220
AD22-013,LM3,3520,2290
AD22-013,LM4,3829,2211
AD22-013,LM5,4296,2184
AD22-013,LM6,4301,2039
AD22-013,LM7,4274,1881
AD22-013,LM8,3777,1824
AD22-013,LM9,3656,1789
AD22-013,LM10,3355,1730
AD22-013,LM11,2852,1899
AD22-013,LM12,2771,1948
AD22-013,LM13,3034,2024
AD22-013,LM14,3074,1907
AD22-013,LM15,2701,2119
AD22-013,LM16,2818,2118
AD22-014,LM1,2911,2137
AD22-014,LM2,3187,2222
AD22-014,LM3,3592,2272
AD22-014,LM4,3821,2229
AD22-014,LM5,4166,2205
AD22-014,LM6,4169,2109
AD22-014,LM7,4157,2015
AD22-014,LM8,3777,1958
AD22-014,LM9,3699,1940
AD22-014,LM10,3492,1924
AD22-014,LM11,3110,1959
AD22-014,LM12,3064,1980
AD22-014,LM13,3257,2056
AD22-014,LM14,3282,1982
AD22-014,LM15,2984,2105
AD22-014,LM16,3082,2104
AD22-015,LM1,2512,1963
AD22-015,LM2,2740,2046
AD22-015,LM3,3192,2116
AD22-015,LM4,3423,2070
AD22-015,LM5,3757,2032
AD22-015,LM6,3762,1929
AD22-015,LM7,3744,1818
AD22-015,LM8,3390,1804
AD22-015,LM9,3300,1775
AD22-015,LM10,3081,1767
AD22-015,LM11,2736,1800
AD22-015,LM12,2681,1825
AD22-015,LM13,2864,1905
AD22-015,LM14,2892,1840
AD22-015,LM15,2586,1950
AD22-015,LM16,2681,1948
AD22-016,LM1,2498,1759
AD22-016,LM2,2771,1864
AD22-016,LM3,3294,1957
AD22-016,LM4,3497,1910
AD22-016,LM5,3911,1888
AD22-016,LM6,3917,1786
AD22-016,LM7,3891,1667
AD22-016,LM8,3480,1626
AD22-016,LM9,3403,1593
AD22-016,LM10,3170,1542
AD22-016,LM11,2732,1588
AD22-016,LM12,2691,1602
AD22-016,LM13,2901,1715
AD22-016,LM14,2939,1623
AD22-016,LM15,2593,1753
AD22-016,LM16,2700,1754
AD22-017,LM1,2440,1985
AD22-017,LM2,2660,2056
AD22-017,LM3,3119,2121
AD22-017,LM4,3344,2073
AD22-017,LM5,3669,2041
AD22-017,LM6,3688,1931
AD22-017,LM7,3658,1824
AD22-017,LM8,3289,1785
AD22-017,LM9,3204,1764
AD22-017,LM10,2996,1745
AD22-017,LM11,2669,1802
AD22-017,LM12,2591,1827
AD22-017,LM13,2778,1915
AD22-017,LM14,2814,1844
AD22-017,LM15,2502,1955
AD22-017,LM16,2602,1955
AD22-018,LM1,2438,2144
AD22-018,LM2,2645,2216
AD22-018,LM3,3071,2254
AD22-018,LM4,3275,2196
AD22-018,LM5,3559,2165
AD22-018,LM6,3579,2077
AD22-018,LM7,3553,1964
AD22-018,LM8,3188,1944
AD22-018,LM9,3122,1936
AD22-018,LM10,2956,1917
AD22-018,LM11,2625,1988
AD22-018,LM12,2575,2011
AD22-018,LM13,2775,2076
AD22-018,LM14,2806,2017
AD22-018,LM15,2493,2120
AD22-018,LM16,2587,2120
AD22-019,LM1,2631,2077
AD22-019,LM2,2838,2165
AD22-019,LM3,3177,2208
AD22-019,LM4,3347,2178
AD22-019,LM5,3610,2163
AD22-019,LM6,3617,2096
AD22-019,LM7,3618,2023
AD22-019,LM8,3297,1977
AD22-019,LM9,3250,1967
AD22-019,LM10,3106,1942
AD22-019,LM11,2849,1958
AD22-019,LM12,2794,1969
AD22-019,LM13,2946,2020
AD22-019,LM14,2965,1974
AD22-019,LM15,2707,2047
AD22-019,LM16,2788,2046
AD22-020,LM1,2577,2118
AD22-020,LM2,2941,2259
AD22-020,LM3,3300,2338
AD22-020,LM4,3676,2274
AD22-020,LM5,4000,2292
AD22-020,LM6,4034,2176
AD22-020,LM7,4043,2034
AD22-020,LM8,3622,1967
AD22-020,LM9,3517,1912
AD22-020,LM10,3253,1848
AD22-020,LM11,2814,1909
AD22-020,LM12,2774,1927
AD22-020,LM13,2979,2027
AD22-020,LM14,3016,1946
AD22-020,LM15,2662,2094
AD22-020,LM16,2773,2098
AD22-021,LM1,2118,2507
AD22-021,LM2,2420,2589
AD22-021,LM3,2842,2679
AD22-021,LM4,3218,2580
AD22-021,LM5,3565,2538
AD22-021,LM6,3580,2414
AD22-021,LM7,3559,2268
AD22-021,LM8,3118,2268
AD22-021,LM9,3018,2226
AD22-021,LM10,2759,2166
AD22-021,LM11,2337,2294
AD22-021,LM12,2314,2306
AD22-021,LM13,2513,2402
AD22-021,LM14,2551,2308
AD22-021,LM15,2209,2477
AD22-021,LM16,2332,2477
AD22-022,LM1,2670,2080
AD22-022,LM2,2929,2177
AD22-022,LM3,3323,2254
AD22-022,LM4,3668,2166
AD22-022,LM5,3954,2149
AD22-022,LM6,3986,2047
AD22-022,LM7,3968,1923
AD22-022,LM8,3582,1887
AD22-022,LM9,3489,1841
AD22-022,LM10,3279,1793
AD22-022,LM11,2898,1880
AD22-022,LM12,2867,1893
AD22-022,LM13,3064,2008
AD22-022,LM14,3094,1919
AD22-022,LM15,2764,2053
AD22-022,LM16,2874,2060
AD22-023,LM1,2490,2511
AD22-023,LM2,2823,2535
AD22-023,LM3,3169,2557
AD22-023,LM4,3476,2480
AD22-023,LM5,3761,2491
AD22-023,LM6,3798,2369
AD22-023,LM7,3786,2248
AD22-023,LM8,3458,2181
AD22-023,LM9,3365,2131
AD22-023,LM10,3092,2068
AD22-023,LM11,2694,2224
