ID,LABELS,X.COR,Y.COR
AD22-023,LM12,2607,2276
AD22-023,LM13,2852,2307
AD22-023,LM14,2866,2204
AD22-023,LM15,2573,2446
AD22-023,LM16,2678,2430
AD22-024,LM1,2470,2581
AD22-024,LM2,2752,2670
AD22-024,LM3,3166,2761
AD22-024,LM4,3537,2663
AD22-024,LM5,3846,2632
AD22-024,LM6,3885,2498
AD22-024,LM7,3846,2362
AD22-024,LM8,3470,2347
AD22-024,LM9,3343,2290
AD22-024,LM10,3133,2237
AD22-024,LM11,2714,2342
AD22-024,LM12,2625,2378
AD22-024,LM13,2855,2491
AD22-024,LM14,2877,2378
AD22-024,LM15,2541,2553
AD22-024,LM16,2661,2551
AD22-025,LM1,2617,2438
AD22-025,LM2,2939,2539
AD22-025,LM3,3385,2638
AD22-025,LM4,3762,2542
AD22-025,LM5,4199,2444
AD22-025,LM6,4231,2299
AD22-025,LM7,4135,2148
AD22-025,LM8,3721,2168
AD22-025,LM9,3591,2113
AD22-025,LM10,3324,2064
AD22-025,LM11,2915,2183
AD22-025,LM12,2820,2220
AD22-025,LM13,3063,2319
AD22-025,LM14,3098,2206
AD22-025,LM15,2713,2403
AD22-025,LM16,2846,2397
AD22-026,LM1,2795,2646
AD22-026,LM2,3003,2714
AD22-026,LM3,3422,2788
AD22-026,LM4,3723,2701
AD22-026,LM5,3975,2672
AD22-026,LM6,4007,2567
AD22-026,LM7,3946,2459
AD22-026,LM8,3644,2440
AD22-026,LM9,3557,2403
AD22-026,LM10,3341,2361
AD22-026,LM11,3022,2440
AD22-026,LM12,2964,2466
AD22-026,LM13,3138,2559
AD22-026,LM14,3175,2469
AD22-026,LM15,2877,2617
AD22-026,LM16,2982,2609
AD22-027,LM1,2187,1875
AD22-027,LM2,2546,1986
AD22-027,LM3,3087,2077
AD22-027,LM4,3406,2002
AD22-027,LM5,3818,1921
AD22-027,LM6,3846,1746
AD22-027,LM7,3830,1583
AD22-027,LM8,3353,1588
AD22-027,LM9,3221,1557
AD22-027,LM10,2958,1509
AD22-027,LM11,2522,1607
AD22-027,LM12,2400,1660
AD22-027,LM13,2654,1756
AD22-027,LM14,2711,1631
AD22-027,LM15,2302,1828
AD22-027,LM16,2431,1823
AD22-028,LM1,2771,1806
AD22-028,LM2,3075,1899
AD22-028,LM3,3533,2007
AD22-028,LM4,3803,1954
AD22-028,LM5,4105,1940
AD22-028,LM6,4170,1820
AD22-028,LM7,4091,1696
AD22-028,LM8,3741,1658
AD22-028,LM9,3638,1612
AD22-028,LM10,3415,1543
AD22-028,LM11,3061,1602
AD22-028,LM12,2958,1634
AD22-028,LM13,3190,1722
AD22-028,LM14,3207,1624
AD22-028,LM15,2860,1770
AD22-028,LM16,2975,1760
AD22-029,LM1,2415,1937
AD22-029,LM2,2690,2042
AD22-029,LM3,3153,2141
AD22-029,LM4,3414,2080
AD22-029,LM5,3751,2046
AD22-029,LM6,3790,1918
AD22-029,LM7,3759,1793
AD22-029,LM8,3383,1779
AD22-029,LM9,3268,1741
AD22-029,LM10,3066,1688
AD22-029,LM11,2696,1751
AD22-029,LM12,2623,1767
AD22-029,LM13,2813,1874
AD22-029,LM14,2844,1783
AD22-029,LM15,2502,1910
AD22-029,LM16,2615,1910
AD22-030,LM1,2462,2101
AD22-030,LM2,2747,2199
AD22-030,LM3,3190,2304
AD22-030,LM4,3427,2254
AD22-030,LM5,3820,2215
AD22-030,LM6,3846,2093
AD22-030,LM7,3803,1969
AD22-030,LM8,3432,1959
AD22-030,LM9,3334,1911
AD22-030,LM10,3123,1828
AD22-030,LM11,2747,1892
AD22-030,LM12,2656,1930
AD22-030,LM13,2848,2021
AD22-030,LM14,2881,1933
AD22-030,LM15,2534,2067
AD22-030,LM16,2644,2050
AD22-031,LM1,2694,2301
AD22-031,LM2,2935,2402
AD22-031,LM3,3349,2501
AD22-031,LM4,3569,2458
AD22-031,LM5,3860,2428
AD22-031,LM6,3889,2327
AD22-031,LM7,3854,2214
AD22-031,LM8,3521,2203
AD22-031,LM9,3434,2163
AD22-031,LM10,3266,2113
AD22-031,LM11,2949,2151
AD22-031,LM12,2876,2167
AD22-031,LM13,3074,2280
AD22-031,LM14,3094,2189
AD22-031,LM15,2773,2282
AD22-031,LM16,2874,2286
AD22-032,LM1,3230,1724
AD22-032,LM2,3478,1818
AD22-032,LM3,3896,1897
AD22-032,LM4,4091,1866
AD22-032,LM5,4436,1829
AD22-032,LM6,4468,1726
AD22-032,LM7,4407,1621
AD22-032,LM8,4089,1592
AD22-032,LM9,3999,1552
AD22-032,LM10,3820,1515
AD22-032,LM11,3488,1547
AD22-032,LM12,3396,1579
AD22-032,LM13,3580,1666
AD22-032,LM14,3628,1584
AD22-032,LM15,3322,1697
AD22-032,LM16,3425,1687
AD22-033,LM1,2633,2183
AD22-033,LM2,2854,2288
AD22-033,LM3,3240,2412
AD22-033,LM4,3436,2383
AD22-033,LM5,3701,2381
AD22-033,LM6,3767,2290
AD22-033,LM7,3711,2185
AD22-033,LM8,3424,2137
AD22-033,LM9,3353,2090
AD22-033,LM10,3181,2024
AD22-033,LM11,2878,2048
AD22-033,LM12,2807,2066
AD22-033,LM13,2951,2183
AD22-033,LM14,3013,2094
AD22-033,LM15,2700,2179
AD22-033,LM16,2799,2183
AD22-034,LM1,2959,1794
AD22-034,LM2,3214,1918
AD22-034,LM3,3584,1999
AD22-034,LM4,3799,1960
AD22-034,LM5,4106,1966
AD22-034,LM6,4161,1868
AD22-034,LM7,4111,1764
AD22-034,LM8,3769,1701
AD22-034,LM9,3690,1668
AD22-034,LM10,3514,1622
AD22-034,LM11,3218,1655
AD22-034,LM12,3148,1668
AD22-034,LM13,3307,1772
AD22-034,LM14,3333,1696
AD22-034,LM15,3027,1783
AD22-034,LM16,3138,1777
AD22-035,LM1,2472,2036
AD22-035,LM2,2702,2148
AD22-035,LM3,3070,2239
AD22-035,LM4,3269,2208
AD22-035,LM5,3573,2208
AD22-035,LM6,3590,2120
AD22-035,LM7,3595,2017
AD22-035,LM8,3262,1954
AD22-035,LM9,3181,1921
AD22-035,LM10,3018,1878
AD22-035,LM11,2711,1907
AD22-035,LM12,2644,1921
AD22-035,LM13,2814,2014
AD22-035,LM14,2850,1938
AD22-035,LM15,2541,2017
AD22-035,LM16,2651,2014
AD22-036,LM1,2668,2170
AD22-036,LM2,2896,2244
AD22-036,LM3,3264,2290
AD22-036,LM4,3446,2256
AD22-036,LM5,3741,2244
AD22-036,LM6,3777,2153
AD22-036,LM7,3746,2055
AD22-036,LM8,3427,2010
AD22-036,LM9,3339,1986
AD22-036,LM10,3171,1978
AD22-036,LM11,2900,2007
AD22-036,LM12,2841,2024
AD22-036,LM13,2989,2120
AD22-036,LM14,3039,2045
AD22-036,LM15,2738,2136
AD22-036,LM16,2836,2132
AD22-037,LM1,2576,1862
AD22-037,LM2,2785,1960
AD22-037,LM3,3124,2029
AD22-037,LM4,3296,1992
AD22-037,LM5,3556,1984
AD22-037,LM6,3599,1901
AD22-037,LM7,3573,1818
AD22-037,LM8,3279,1777
AD22-037,LM9,3205,1742
AD22-037,LM10,3024,1718
AD22-037,LM11,2796,1749
AD22-037,LM12,2733,1757
AD22-037,LM13,2868,1864
AD22-037,LM14,2913,1796
AD22-037,LM15,2635,1860
AD22-037,LM16,2730,1862
AD22-038,LM1,1635,2452
AD22-038,LM2,1860,2554
AD22-038,LM3,2171,2635
AD22-038,LM4,2404,2584
AD22-038,LM5,2643,2591
AD22-038,LM6,2687,2497
AD22-038,LM7,2654,2397
AD22-038,LM8,2356,2341
AD22-038,LM9,2297,2304
AD22-038,LM10,2145,2262
AD22-038,LM11,1862,2291
AD22-038,LM12,1788,2310
AD22-038,LM13,1934,2412
AD22-038,LM14,1988,2338
AD22-038,LM15,1690,2441
AD22-038,LM16,1781,2439
AD22-039,LM1,1665,2412
AD22-039,LM2,1907,2476
AD22-039,LM3,2161,2496
AD22-039,LM4,2388,2417
AD22-039,LM5,2599,2388
AD22-039,LM6,2618,2294
AD22-039,LM7,2587,2203
AD22-039,LM8,2316,2199
AD22-039,LM9,2232,2172
AD22-039,LM10,2074,2165
AD22-039,LM11,1871,2230
AD22-039,LM12,1797,2266
AD22-039,LM13,1955,2309
AD22-039,LM14,1979,2249
AD22-039,LM15,1717,2383
AD22-039,LM16,1799,2374
AD22-040,LM1,2252,2331
AD22-040,LM2,2434,2406
AD22-040,LM3,2833,2486
AD22-040,LM4,3083,2410
AD22-040,LM5,3331,2393
AD22-040,LM6,3368,2282
AD22-040,LM7,3329,2169
AD22-040,LM8,3033,2134
AD22-040,LM9,2942,2101
AD22-040,LM10,2770,2086
AD22-040,LM11,2493,2145
AD22-040,LM12,2406,2171
AD22-040,LM13,2587,2267
AD22-040,LM14,2615,2180
AD22-040,LM15,2304,2301
AD22-040,LM16,2395,2295
AD22-041,LM1,1920,2317
AD22-041,LM2,2128,2412
AD22-041,LM3,2425,2462
AD22-041,LM4,2660,2400
AD22-041,LM5,2894,2379
AD22-041,LM6,2930,2292
AD22-041,LM7,2912,2189
AD22-041,LM8,2617,2159
AD22-041,LM9,2536,2121
AD22-041,LM10,2387,2121
AD22-041,LM11,2128,2153
AD22-041,LM12,2065,2175
AD22-041,LM13,2227,2270
AD22-041,LM14,2255,2193
AD22-041,LM15,1976,2305
AD22-041,LM16,2071,2305
AD22-042,LM1,2017,2481
AD22-042,LM2,2244,2560
AD22-042,LM3,2539,2612
AD22-042,LM4,2753,2540
AD22-042,LM5,3005,2506
AD22-042,LM6,3023,2414
AD22-042,LM7,2996,2315
AD22-042,LM8,2717,2310
AD22-042,LM9,2627,2278
AD22-042,LM10,2473,2258
AD22-042,LM11,2219,2314
AD22-042,LM12,2156,2328
AD22-042,LM13,2311,2436
AD22-042,LM14,2339,2364
AD22-042,LM15,2064,2465
AD22-042,LM16,2147,2467
AD22-043,LM1,2105,2778
AD22-043,LM2,2232,2831
AD22-043,LM3,2599,2922
AD22-043,LM4,2800,2848
AD22-043,LM5,3039,2802
AD22-043,LM6,3090,2704
AD22-043,LM7,3035,2630
AD22-043,LM8,2764,2642
AD22-043,LM9,2695,2611
AD22-043,LM10,2546,2584
AD22-043,LM11,2290,2632
AD22-043,LM12,2235,2647
AD22-043,LM13,2390,2757
AD22-043,LM14,2424,2694
AD22-043,LM15,2158,2778
AD22-043,LM16,2242,2783
AD22-044,LM1,2105,2462
AD22-044,LM2,2291,2542
AD22-044,LM3,2649,2626
AD22-044,LM4,2894,2575
AD22-044,LM5,3118,2556
AD22-044,LM6,3153,2468
AD22-044,LM7,3156,2366
AD22-044,LM8,2822,2318
AD22-044,LM9,2756,2295
AD22-044,LM10,2604,2273
AD22-044,LM11,2323,2301
AD22-044,LM12,2258,2321
AD22-044,LM13,2448,2412
AD22-044,LM14,2469,2350
AD22-044,LM15,2175,2450
AD22-044,LM16,2260,2451
AD22-045,LM1,1915,2276
AD22-045,LM2,2096,2347
AD22-045,LM3,2426,2431
AD22-045,LM4,2660,2381
AD22-045,LM5,2914,2367
AD22-045,LM6,2937,2275
AD22-045,LM7,2896,2170
AD22-045,LM8,2616,2142
AD22-045,LM9,2547,2108
AD22-045,LM10,2392,2078
AD22-045,LM11,2133,2113
AD22-045,LM12,2055,2142
AD22-045,LM13,2255,2213
AD22-045,LM14,2275,2166
AD22-045,LM15,1978,2258
AD22-045,LM16,2063,2258
AD22-046,LM1,2258,2233
AD22-046,LM2,2432,2299
AD22-046,LM3,2761,2359
AD22-046,LM4,2971,2299
AD22-046,LM5,3213,2262
AD22-046,LM6,3231,2177
AD22-046,LM7,3208,2083
AD22-046,LM8,2942,2078
AD22-046,LM9,2854,2045
AD22-046,LM10,2709,2028
AD22-046,LM11,2426,2075
AD22-046,LM12,2391,2092
AD22-046,LM13,2566,2182
AD22-046,LM14,2579,2120
AD22-046,LM15,2314,2228
AD22-046,LM16,2400,2228
AD22-047,LM1,2004,2412
AD22-047,LM2,2205,2481
AD22-047,LM3,2588,2532
AD22-047,LM4,2857,2448
AD22-047,LM5,3131,2414
AD22-047,LM6,3147,2303
AD22-047,LM7,3107,2194
AD22-047,LM8,2789,2179
AD22-047,LM9,2703,2154
AD22-047,LM10,2535,2148
AD22-047,LM11,2212,2217
AD22-047,LM12,2154,2247
AD22-047,LM13,2358,2305
AD22-047,LM14,2367,2250
AD22-047,LM15,2075,2385
AD22-047,LM16,2168,2384
AD22-048,LM1,2315,2548
AD22-048,LM2,2529,2623
AD22-048,LM3,2826,2698
AD22-048,LM4,3074,2638
AD22-048,LM5,3314,2624
AD22-048,LM6,3341,2526
AD22-048,LM7,3308,2426
AD22-048,LM8,3023,2401
AD22-048,LM9,2948,2367
AD22-048,LM10,2793,2327
AD22-048,LM11,2524,2388
AD22-048,LM12,2480,2406
AD22-048,LM13,2667,2486
AD22-048,LM14,2676,2424
AD22-048,LM15,2405,2537
AD22-048,LM16,2495,2541
AD22-049,LM1,2669,2498
AD22-049,LM2,2855,2568
AD22-049,LM3,3138,2622
AD22-049,LM4,3362,2554
AD22-049,LM5,3553,2543
AD22-049,LM6,3577,2462
AD22-049,LM7,3540,2372
AD22-049,LM8,3298,2346
AD22-049,LM9,3227,2319
AD22-049,LM10,3078,2296
AD22-049,LM11,2865,2349
AD22-049,LM12,2811,2369
AD22-049,LM13,2963,2429
AD22-049,LM14,2977,2371
AD22-049,LM15,2739,2489
AD22-049,LM16,2820,2489
AD22-050,LM1,2647,2346
AD22-050,LM2,2806,2395
AD22-050,LM3,3086,2449
AD22-050,LM4,3256,2402
AD22-050,LM5,3424,2378
AD22-050,LM6,3453,2305
AD22-050,LM7,3422,2224
AD22-050,LM8,3226,2196
AD22-050,LM9,3161,2170
AD22-050,LM10,3037,2155
AD22-050,LM11,2817,2197
AD22-050,LM12,2764,2214
AD22-050,LM13,2906,2274
AD22-050,LM14,2921,2219
AD22-050,LM15,2698,2322
AD22-050,LM16,2772,2323
AD22-051,LM1,2846,2216
AD22-051,LM2,3035,2279
AD22-051,LM3,3330,2330
AD22-051,LM4,3591,2263
AD22-051,LM5,3822,2244
AD22-051,LM6,3839,2142
AD22-051,LM7,3805,2049
AD22-051,LM8,3533,2040
AD22-051,LM9,3448,2007
AD22-051,LM10,3284,1989
AD22-051,LM11,3040,2055
AD22-051,LM12,2986,2076
AD22-051,LM13,3136,2141
AD22-051,LM14,3165,2078
AD22-051,LM15,2910,2188
AD22-051,LM16,2993,2196
AD22-052,LM1,2509,2286
AD22-052,LM2,2673,2329
AD22-052,LM3,2926,2363
AD22-052,LM4,3137,2294
AD22-052,LM5,3336,2252
AD22-052,LM6,3350,2172
AD22-052,LM7,3324,2088
AD22-052,LM8,3083,2108
AD22-052,LM9,3007,2085
AD22-052,LM10,2884,2083
AD22-052,LM11,2671,2138
AD22-052,LM12,2621,2155
AD22-052,LM13,2759,2225
AD22-052,LM14,2783,2172
AD22-052,LM15,2564,2266
AD22-052,LM16,2635,2269
AD22-053,LM1,2581,2473
AD22-053,LM2,2827,2579
AD22-053,LM3,3163,2672
AD22-053,LM4,3619,2592
AD22-053,LM5,3920,2557
AD22-053,LM6,3939,2418
AD22-053,LM7,3916,2278
AD22-053,LM8,3547,2241
AD22-053,LM9,3444,2184
AD22-053,LM10,3211,2157
AD22-053,LM11,2825,2262
AD22-053,LM12,2761,2301
AD22-053,LM13,2992,2374
AD22-053,LM14,3013,2287
AD22-053,LM15,2664,2454
AD22-053,LM16,2785,2456
AD22-054,LM1,2554,2062
AD22-054,LM2,2824,2162
AD22-054,LM3,3211,2280
AD22-054,LM4,3624,2220
AD22-054,LM5,3948,2227
AD22-054,LM6,4004,2085
AD22-054,LM7,3964,1931
AD22-054,LM8,3578,1875
AD22-054,LM9,3491,1807
AD22-054,LM10,3256,1714
AD22-054,LM11,2777,1844
AD22-054,LM12,2699,1885
AD22-054,LM13,2945,1981
AD22-054,LM14,2967,1894
AD22-054,LM15,2640,2052
AD22-054,LM16,2754,2059
AD22-055,LM1,2398,1960
AD22-055,LM2,2665,2107
AD22-055,LM3,3040,2238
AD22-055,LM4,3438,2186
AD22-055,LM5,3798,2162
AD22-055,LM6,3841,2028
AD22-055,LM7,3804,1877
AD22-055,LM8,3403,1815
AD22-055,LM9,3340,1759
AD22-055,LM10,3067,1651
AD22-055,LM11,2654,1762
AD22-055,LM12,2578,1796
AD22-055,LM13,2772,1891
AD22-055,LM14,2811,1801
AD22-055,LM15,2472,1943
AD22-055,LM16,2580,1946
AD22-056,LM1,3116,1947
AD22-056,LM2,3287,2028
AD22-056,LM3,3539,2098
AD22-056,LM4,3786,2064
AD22-056,LM5,3991,2045
AD22-056,LM6,4010,1980
AD22-056,LM7,3995,1902
AD22-056,LM8,3722,1865
AD22-056,LM9,3667,1838
AD22-056,LM10,3534,1809
AD22-056,LM11,3318,1825
AD22-056,LM12,3267,1840
AD22-056,LM13,3411,1906
AD22-056,LM14,3425,1861
AD22-056,LM15,3176,1931
AD22-056,LM16,3261,1939
AD22-057,LM1,2655,1789
AD22-057,LM2,2878,1886
AD22-057,LM3,3268,2005
AD22-057,LM4,3604,1944
AD22-057,LM5,3903,1917
AD22-057,LM6,3931,1793
AD22-057,LM7,3903,1672
AD22-057,LM8,3565,1633
AD22-057,LM9,3484,1582
AD22-057,LM10,3253,1506
AD22-057,LM11,2874,1606
AD22-057,LM12,2802,1644
AD22-057,LM13,3007,1713
AD22-057,LM14,3029,1642
AD22-057,LM15,2732,1777
AD22-057,LM16,2834,1781
AD22-058,LM1,2955,1858
AD22-058,LM2,3208,1973
AD22-058,LM3,3604,2106
AD22-058,LM4,3980,2056
AD22-058,LM5,4319,2049
AD22-058,LM6,4348,1914
AD22-058,LM7,4315,1780
AD22-058,LM8,3967,1730
AD22-058,LM9,3892,1664
AD22-058,LM10,3661,1562
AD22-058,LM11,3191,1658
AD22-058,LM12,3128,1700
AD22-058,LM13,3356,1784
AD22-058,LM14,3379,1709
AD22-058,LM15,3048,1853
AD22-058,LM16,3161,1856
AD22-059,LM1,2913,1965
AD22-059,LM2,3108,2039
AD22-059,LM3,3514,2151
AD22-059,LM4,3841,2085
AD22-059,LM5,4144,2053
AD22-059,LM6,4171,1942
AD22-059,LM7,4142,1816
AD22-059,LM8,3782,1790
AD22-059,LM9,3712,1739
AD22-059,LM10,3483,1675
AD22-059,LM11,3129,1768
AD22-059,LM12,3050,1803
AD22-059,LM13,3244,1876
AD22-059,LM14,3267,1811
AD22-059,LM15,2973,1942
AD22-059,LM16,3069,1943
AD22-060,LM1,1868,1720
AD22-060,LM2,2085,1809
AD22-060,LM3,2530,1925
AD22-060,LM4,2874,1848
AD22-060,LM5,3201,1820
AD22-060,LM6,3247,1692
AD22-060,LM7,3206,1562
AD22-060,LM8,2845,1546
AD22-060,LM9,2735,1498
AD22-060,LM10,2500,1425
AD22-060,LM11,2120,1517
AD22-060,LM12,2040,1556
AD22-060,LM13,2241,1617
AD22-060,LM14,2263,1542
AD22-060,LM15,1948,1689
AD22-060,LM16,2051,1692
AD22-061,LM1,2661,2173
AD22-061,LM2,2902,2281
AD22-061,LM3,3372,2369
AD22-061,LM4,3719,2285
AD22-061,LM5,4032,2255
AD22-061,LM6,4069,2109
AD22-061,LM7,4028,1975
AD22-061,LM8,3652,1950
AD22-061,LM9,3555,1909
AD22-061,LM10,3318,1871
AD22-061,LM11,2926,1961
AD22-061,LM12,2843,1991
AD22-061,LM13,3063,2079
AD22-061,LM14,3107,2002
AD22-061,LM15,2750,2148
AD22-061,LM16,2862,2149
AD22-062,LM1,2898,1669
AD22-062,LM2,3132,1773
AD22-062,LM3,3548,1910
AD22-062,LM4,3935,1855
AD22-062,LM5,4247,1832
AD22-062,LM6,4290,1706
AD22-062,LM7,4251,1568
AD22-062,LM8,3890,1533
AD22-062,LM9,3829,1475
AD22-062,LM10,3577,1365
AD22-062,LM11,3146,1460
AD22-062,LM12,3080,1487
AD22-062,LM13,3276,1571
AD22-062,LM14,3309,1496
AD22-062,LM15,2986,1639
AD22-062,LM16,3090,1643
AD22-063,LM1,3156,1849
AD22-063,LM2,3335,1888
AD22-063,LM3,3593,1914
AD22-063,LM4,3789,1847
AD22-063,LM5,4000,1799
AD22-063,LM6,4004,1720
AD22-063,LM7,3972,1638
AD22-063,LM8,3752,1643
AD22-063,LM9,3663,1626
AD22-063,LM10,3539,1618
AD22-063,LM11,3318,1684
AD22-063,LM12,3260,1708
AD22-063,LM13,3421,1755
AD22-063,LM14,3427,1706
AD22-063,LM15,3208,1834
AD22-063,LM16,3293,1824
AD22-064,LM1,2811,1619
AD22-064,LM2,3079,1732
AD22-064,LM3,3462,1844
AD22-064,LM4,3832,1757
AD22-064,LM5,4156,1721
AD22-064,LM6,4175,1598
AD22-064,LM7,4144,1458
AD22-064,LM8,3765,1440
AD22-064,LM9,3678,1394
AD22-064,LM10,3451,1312
AD22-064,LM11,3067,1421
AD22-064,LM12,3003,1435
AD22-064,LM13,3187,1526
AD22-064,LM14,3216,1445
AD22-064,LM15,2887,1591
AD22-064,LM16,2987,1595
AD22-065,LM1,2684,1967
AD22-065,LM2,2965,2076
AD22-065,LM3,3338,2177
AD22-065,LM4,3676,2102
AD22-065,LM5,3981,2068
AD22-065,LM6,4010,1943
AD22-065,LM7,3967,1812
AD22-065,LM8,3627,1785
AD22-065,LM9,3540,1729
AD22-065,LM10,3312,1659
AD22-065,LM11,2930,1765
AD22-065,LM12,2868,1791
AD22-065,LM13,3057,1885
AD22-065,LM14,3087,1816
AD22-065,LM15,2769,1943
AD22-065,LM16,2874,1945
AD22-066,LM1,2703,1882
AD22-066,LM2,2941,1984
AD22-066,LM3,3323,2082
AD22-066,LM4,3632,2021
AD22-066,LM5,3953,1980
AD22-066,LM6,3975,1860
AD22-066,LM7,3947,1726
AD22-066,LM8,3594,1697
AD22-066,LM9,3525,1646
AD22-066,LM10,3299,1567
AD22-066,LM11,2911,1703
AD22-066,LM12,2867,1720
AD22-066,LM13,3057,1811
AD22-066,LM14,3087,1724
AD22-066,LM15,2781,1866
AD22-066,LM16,2885,1868
AD22-067,LM1,2957,2195
AD22-067,LM2,3168,2297
AD22-067,LM3,3414,2397
AD22-067,LM4,3686,2367
AD22-067,LM5,3911,2386
AD22-067,LM6,3935,2295
AD22-067,LM7,3931,2197
AD22-067,LM8,3661,2139
AD22-067,LM9,3599,2101
AD22-067,LM10,3444,2050
AD22-067,LM11,3179,2058
AD22-067,LM12,3133,2067
AD22-067,LM13,3289,2173
AD22-067,LM14,3309,2106
AD22-067,LM15,3030,2183
AD22-067,LM16,3117,2184
AD22-068,LM1,2268,2353
AD22-068,LM2,2586,2472
AD22-068,LM3,2955,2569
AD22-068,LM4,3362,2504
AD22-068,LM5,3710,2496
AD22-068,LM6,3773,2340
AD22-068,LM7,3728,2179
AD22-068,LM8,3346,2130
AD22-068,LM9,3231,2057
AD22-068,LM10,2961,1987
AD22-068,LM11,2509,2116
AD22-068,LM12,2475,2137
AD22-068,LM13,2688,2257
AD22-068,LM14,2732,2163
AD22-068,LM15,2373,2315
AD22-068,LM16,2498,2321
AD22-069,LM1,2832,2468
AD22-069,LM2,3094,2565
AD22-069,LM3,3421,2651
AD22-069,LM4,3777,2581
AD22-069,LM5,4119,2555
AD22-069,LM6,4143,2443
AD22-069,LM7,4134,2318
AD22-069,LM8,3717,2278
AD22-069,LM9,3638,2233
AD22-069,LM10,3430,2175
AD22-069,LM11,3029,2275
AD22-069,LM12,2990,2300
AD22-069,LM13,3213,2381
AD22-069,LM14,3228,2312
AD22-069,LM15,2906,2438
AD22-069,LM16,3002,2441
AD22-070,LM1,2620,2038
AD22-070,LM2,2866,2156
AD22-070,LM3,3141,2245
AD22-070,LM4,3417,2236
AD22-070,LM5,3706,2269
AD22-070,LM6,3739,2170
AD22-070,LM7,3717,2055
AD22-070,LM8,3415,1971
AD22-070,LM9,3345,1926
AD22-070,LM10,3164,1874
AD22-070,LM11,2859,1893
AD22-070,LM12,2807,1906
AD22-070,LM13,2977,2008
AD22-070,LM14,3012,1951
AD22-070,LM15,2714,2028
AD22-070,LM16,2812,2036
AD22-071,LM1,2186,2315
AD22-071,LM2,2425,2444
AD22-071,LM3,2716,2535
AD22-071,LM4,3009,2509
AD22-071,LM5,3295,2527
AD22-071,LM6,3335,2429
AD22-071,LM7,3304,2308
AD22-071,LM8,2972,2228
AD22-071,LM9,2916,2193
AD22-071,LM10,2723,2155
AD22-071,LM11,2390,2180
AD22-071,LM12,2349,2190
AD22-071,LM13,2546,2303
AD22-071,LM14,2578,2239
AD22-071,LM15,2263,2312
AD22-071,LM16,2370,2318
AD22-072,LM1,2365,1965
AD22-072,LM2,2682,2092
AD22-072,LM3,3080,2176
AD22-072,LM4,3545,2069
AD22-072,LM5,3927,2024
AD22-072,LM6,3944,1879
AD22-072,LM7,3936,1717
AD22-072,LM8,3433,1686
AD22-072,LM9,3332,1638
AD22-072,LM10,3064,1588
AD22-072,LM11,2587,1761
AD22-072,LM12,2545,1787
AD22-072,LM13,2782,1870
AD22-072,LM14,2835,1777
AD22-072,LM15,2451,1948
AD22-072,LM16,2570,1947
AD22-073,LM1,2176,1847
AD22-073,LM2,2424,1962
AD22-073,LM3,2712,2038
AD22-073,LM4,2995,1990
AD22-073,LM5,3270,1988
AD22-073,LM6,3284,1889
AD22-073,LM7,3288,1771
AD22-073,LM8,2945,1729
AD22-073,LM9,2869,1695
AD22-073,LM10,2695,1674
AD22-073,LM11,2397,1708
AD22-073,LM12,2350,1719
AD22-073,LM13,2541,1822
AD22-073,LM14,2565,1753
AD22-073,LM15,2260,1846
AD22-073,LM16,2365,1850
AD22-074,LM1,2825,1577
AD22-074,LM2,3082,1703
AD22-074,LM3,3341,1782
AD22-074,LM4,3622,1755
AD22-074,LM5,3931,1804
AD22-074,LM6,3933,1701
AD22-074,LM7,3947,1599
AD22-074,LM8,3589,1506
AD22-074,LM9,3517,1469
AD22-074,LM10,3342,1445
AD22-074,LM11,3078,1448
AD22-074,LM12,3041,1451
AD22-074,LM13,3206,1537
AD22-074,LM14,3222,1489
AD22-074,LM15,2927,1541
AD22-074,LM16,3023,1547
AD22-075,LM1,1849,2247
AD22-075,LM2,2150,2342
AD22-075,LM3,2761,2478
AD22-075,LM4,3047,2434
AD22-075,LM5,3486,2412
AD22-075,LM6,3531,2257
AD22-075,LM7,3489,2091
AD22-075,LM8,3046,2052
AD22-075,LM9,2940,2006
AD22-075,LM10,2666,1945
AD22-075,LM11,2203,2003
AD22-075,LM12,2110,2025
AD22-075,LM13,2360,2142
AD22-075,LM14,2393,2051
AD22-075,LM15,1969,2207
AD22-075,LM16,2115,2211
AD22-076,LM1,2410,2164
AD22-076,LM2,2663,2265
AD22-076,LM3,3284,2403
AD22-076,LM4,3621,2337
AD22-076,LM5,4033,2319
AD22-076,LM6,4074,2174
AD22-076,LM7,4058,2013
AD22-076,LM8,3546,1953
AD22-076,LM9,3443,1914
AD22-076,LM10,3187,1851
AD22-076,LM11,2706,1948
AD22-076,LM12,2641,1968
AD22-076,LM13,2851,2106
AD22-076,LM14,2905,2000
AD22-076,LM15,2513,2143
AD22-076,LM16,2629,2145
AD22-089,LM1,3200,1565
AD22-089,LM2,3343,1606
AD22-089,LM3,3563,1629
AD22-089,LM4,3724,1582
AD22-089,LM5,3914,1555
AD22-089,LM6,3960,1488
AD22-089,LM7,3908,1423
AD22-089,LM8,3706,1427
AD22-089,LM9,3630,1409
AD22-089,LM10,3526,1397
AD22-089,LM11,3363,1435
AD22-089,LM12,3312,1452
AD22-089,LM13,3414,1499
AD22-089,LM14,3438,1446
AD22-089,LM15,3249,1545
AD22-089,LM16,3315,1537
AD22-090,LM1,2428,1997
AD22-090,LM2,2609,2087
AD22-090,LM3,2903,2173
AD22-090,LM4,3178,2134
