Residuals,Location,Spp
0.21410275,Q1,form
0.913573796,Q1,form
1.475575405,Q1,form
0.29496413,Q1,form
0.547437361,Q1,form
0.427405952,Q1,form
0.055077896,Q1,form
0.077370989,Q1,form
3.62E-01,Q1,form
0.78930242,Q1,form
0.831365367,Q1,form
0.741966733,Q1,form
1.09809067,Q1,form
0.08534983,Q1,form
0.40050668,Q1,form
0.2301659,Q1,form
0.441315464,Q1,form
0.205493581,Q1,form
0.85286635,Q1,form
1.017455421,Q1,form
0.004754985,Q1,form
0.023567558,Q1,form
0.507854093,Q1,form
1.26E-01,Q1,form
0.18046765,Q1,form
0.794575996,Q1,form
0.302650472,Q1,form
0.02787399,Q1,form
1.071502134,Q1,form
0.74510648,Q1,form
0.659052725,Q1,form
0.986590447,Q1,form
1.525070076,Q1,form
0.2889876,Q1,form
0.519381971,Q1,form
0.211937491,Q1,form
0.105969416,Q1,form
0.408858917,Q1,form
1.20E-01,Q1,form
0.2892954,Q1,form
0.927017731,Q1,form
0.857971467,Q1,form
2.28065403,Q1,form
0.12135384,Q1,form
1.01545279,Q1,form
0.677865675,Q1,form
1.286129166,Q1,form
0.135040912,Q1,form
0.32104889,Q1,form
0.767553609,Q1,form
0.866080468,Q1,form
0.210677273,Q1,form
0.365241552,Q1,form
3.18E-01,Q1,form
0.03315719,Q1,form
0.465402224,Q1,form
0.617945391,Q1,form
1.46832387,Q1,form
0.026354917,Q1,form
1.59361173,Q1,form
0.537135659,Q1,form
0.049541113,Q1,form
0.594386583,Q1,form
0.86424441,Q1,form
0.447003743,Q1,form
0.957306131,Q1,form
0.701609213,Q1,form
0.009293002,Q1,form
6.16E-01,Q1,form
0.23488152,Q1,form
0.139203136,Q1,form
0.222339502,Q1,form
0.15426401,Q1,form
0.096427987,Q1,form
0.26482684,Q1,form
0.0815408,Q1,form
0.763640193,Q1,form
1.169944506,Q1,form
0.78396936,Q1,form
0.724085819,Q1,form
0.63900898,Q1,form
0.297646071,Q1,form
0.612949766,Q1,form
5.49E-01,Q1,form
0.33363263,Q1,form
0.019024525,Q1,form
0.076589964,Q1,form
0.38363849,Q1,form
0.141663794,Q1,form
0.08580083,Q1,form
0.233678358,Q1,form
0.521466171,Q1,form
0.583119117,Q1,form
0.31402671,Q1,form
0.089620784,Q1,form
0.204453874,Q1,form
0.224866665,Q1,form
0.310434478,Q1,form
1.56E-01,Q1,form
1.93037543,Q1,form
0.659681637,Q1,form
0.533753107,Q1,form
0.22958716,Q1,form
0.020727249,Q1,form
0.14197241,Q1,form
0.480478984,Q1,form
0.255578789,Q1,form
0.77047015,Q1,form
0.52143217,Q1,form
0.926445987,Q1,form
0.161726652,Q1,form
0.241442896,Q1,form
0.354123398,Q1,form
6.43E-02,Q1,form
0.42029176,Q1,form
0.086438338,Q1,form
0.051312691,Q1,form
0.5849263,Q1,form
0.181360523,Q1,form
0.17538526,Q1,form
0.124584966,Q1,form
0.268129783,Q1,form
0.064068266,Q1,form
0.22242572,Q1,form
1.224098008,Q1,form
0.265043726,Q1,form
0.165581342,Q1,form
0.194220651,Q1,form
2.25E-01,Q1,form
0.86991557,Q1,form
0.266739622,Q1,form
0.377012482,Q1,form
1.08915381,Q1,form
0.048422641,Q1,form
0.05277281,Q1,form
0.358916234,Q1,form
0.400233034,Q1,form
0.490657163,Q1,form
0.44918968,Q1,form
1.222592887,Q1,form
0.276091665,Q1,form
0.47663918,Q1,form
0.056133044,Q1,form
2.24E-01,Q1,form
0.8719309,Q1,form
0.269192246,Q1,form
0.379986962,Q1,form
0.09383492,Q1,form
0.047499461,Q1,form
0.18907947,Q1,form
0.120365008,Q1,form
0.768294027,Q1,form
0.535286252,Q1,form
0.42840224,Q1,form
0.057278676,Q1,form
0.404387169,Q1,form
0.30453403,Q1,form
0.462732723,Q1,form
1.17E-01,Q1,form
0.37192387,Q1,form
0.027575345,Q1,form
1.020074837,Q1,form
1.47257962,Q1,form
0.159204209,Q1,form
0.09597442,Q1,form
0.072665234,Q1,form
0.423480325,Q1,form
0.464833584,Q1,form
0.13978029,Q1,form
0.207180488,Q1,form
0.133551716,Q1,form
0.182575685,Q1,form
0.235828368,Q1,form
3.25E-01,Q1,form
0.36184723,Q1,form
0.015312221,Q1,form
0.034947239,Q1,form
0.44917406,Q1,form
0.15458831,Q1,form
0.17750769,Q1,form
0.523740975,Q1,form
0.080845021,Q1,form
0.758311864,Q1,form
0.02773988,Q1,form
0.192177329,Q1,form
0.068842453,Q1,form
0.188441733,Q1,form
0.002829976,Q1,form
5.65E-02,Q1,form
0.71675059,Q1,form
0.919659857,Q1,form
0.150951974,Q1,form
0.2666107,Q1,form
0.118584301,Q1,form
0.39346717,Q1,form
0.3157094,Q1,form
0.191710348,Q1,form
0.298846356,Q1,form
0.54617536,Q1,form
0.692831701,Q1,form
0.09248303,Q1,form
0.354196902,Q1,form
0.054557483,Q1,form
3.99E-01,Q1,form
0.02528734,Q1,form
3.394276107,Q1,form
0.531685461,Q1,form
0.66742838,Q1,form
0.000417295,Q1,form
0.04071879,Q1,form
0.436291667,Q1,form
0.636825875,Q1,form
1.01136982,Q1,form
0.21441,Q1,form
2.430728406,Q1,form
0.908807691,Q1,form
1.555632288,Q1,form
0.000683677,Q1,form
2.00E-03,Q1,form
0.49082827,Q1,form
0.172280203,Q1,form
0.155419504,Q1,form
1.74876522,Q1,form
0.213671813,Q1,form
0.24611812,Q1,form
0.150258492,Q1,form
0.56657691,Q1,form
0.002050132,Q1,form
0.76185719,Q1,form
0.780397275,Q1,form
0.418197093,Q1,form
0.193356327,Q1,form
0.125209396,Q1,form
1.44E-01,Q1,form
0.48901845,Q1,form
0.80319355,Q1,form
0.185164308,Q1,form
1.79557634,Q1,form
1.222903611,Q1,form
0.60918466,Q1,form
0.143070909,Q1,form
0.251847517,Q1,form
0.255759236,Q1,form
0.38593802,Q1,form
0.581681642,Q1,form
0.313408755,Q1,form
0.281624233,Q1,form
0.108793819,Q1,form
2.07E-01,Q1,form
0.56761626,Q1,form
0.898845914,Q1,form
0.930840426,Q1,form
0.38698703,Q1,form
0.186899601,Q1,form
0.69322518,Q1,form
0.148897516,Q1,form
0.479292148,Q1,form
0.796293729,Q1,form
0.58797722,Q1,form
0.296672612,Q1,form
0.147916728,Q1,form
0.447379402,Q1,form
0.033818722,Q1,form
6.26E-02,Q1,form
0.45253702,Q1,form
0.125680333,Q1,form
1.098904377,Q1,form
1.65982409,Q1,form
0.196131398,Q1,form
0.65629171,Q1,form
0.2439149,Q1,form
0.064562755,Q1,form
0.149997167,Q1,form
0.26389639,Q1,form
0.897956979,Q1,form
0.147294934,Q1,form
0.135647307,Q1,form
0.100184494,Q1,form
7.48E-02,Q1,form
0.48679761,Q1,form
0.167374954,Q1,form
0.850529456,Q1,form
0.26059701,Q1,form
0.211825454,Q1,form
0.87350482,Q1,form
0.108303991,Q1,form
0.929522788,Q1,form
0.791308311,Q1,form
0.21704103,Q1,form
0.940140402,Q1,form
0.77915476,Q1,form
0.255702746,Q1,form
0.087989961,Q1,form
3.16E-02,Q1,form
0.41626111,Q1,form
1.081533088,Q1,form
0.045363731,Q1,form
0.57556408,Q1,form
0.179514163,Q1,form
0.09722805,Q1,form
0.01685255,Q1,form
0.731075662,Q1,form
0.746673555,Q1,form
0.43275812,Q1,form
0.835645119,Q1,form
0.595913942,Q1,form
0.003234923,Q1,form
0.218978706,Q1,form
6.12E-01,Q1,form
0.49707976,Q1,form
0.186995951,Q1,form
0.173266386,Q1,form
0.77685189,Q1,form
0.219210892,Q1,form
1.56395804,Q1,form
0.025945942,Q1,form
0.022260726,Q1,form
0.634275594,Q1,form
0.99630569,Q1,form
0.501167895,Q1,form
0.23532409,Q1,form
0.406317071,Q1,form
0.235192533,Q1,form
8.17E-02,Q1,form
0.46261367,Q1,form
1.137943457,Q1,form
0.113776779,Q1,form
0.68322965,Q1,form
0.200747297,Q1,form
0.26217502,Q1,form
0.159678891,Q1,form
0.392801941,Q1,form
0.373142614,Q1,form
0.05185597,Q1,form
0.398599162,Q1,form
0.244900765,Q1,form
0.07021874,Q1,form
0.132813898,Q1,form
5.65E-02,Q1,form
0.53940166,Q1,form
0.135490832,Q1,form
0.110802299,Q1,form
0.32145146,Q1,form
0.199824117,Q1,form
0.39848168,Q1,form
0.461039867,Q1,form
0.538670998,Q1,form
0.228513525,Q1,form
0.92573595,Q1,form
0.478470725,Q1,form
0.125379599,Q1,form
0.210954469,Q1,form
0.57378578,Q1,form
1.50E-01,Q1,form
0.47491114,Q1,form
0.213974823,Q1,form
0.794014329,Q1,form
0.17165588,Q1,form
0.229365869,Q1,form
0.46333123,Q1,form
0.1019604,Q1,form
0.931536943,Q1,form
0.043355609,Q1,form
0.1427946,Q1,form
0.077419301,Q1,form
0.350056919,Q1,form
0.113411767,Q1,form
0.36259607,Q1,form
4.94E-02,Q1,form
0.51098155,Q1,form
0.80319355,Q1,form
0.185164308,Q1,form
0.79557634,Q1,form
0.777096389,Q1,form
0.39081534,Q1,form
0.156929091,Q1,form
0.351847517,Q1,form
0.055759236,Q1,form
0.28593802,Q1,form
0.118318358,Q1,form
0.113408755,Q1,form
0.281624233,Q1,form
0.208793819,Q1,form
5.07E-01,Q1,form
0.45656768,Q1,form
0.130585583,Q1,form
0.104853338,Q1,form
0.66918632,Q1,form
0.197977758,Q1,form
1.37109498,Q1,form
0.097522616,Q1,form
0.501616877,Q1,form
0.039255346,Q1,form
1.78091978,Q1,form
0.338213852,Q1,form
0.086337267,Q1,form
0.073300888,Q1,form
0.013014863,Q1,form
3.38E-01,Q1,form
0.27921875,Q1,form
0.085245392,Q1,form
1.156900934,Q1,form
0.25724847,Q1,form
0.116737941,Q1,form
0.06608047,Q1,form
0.225728117,Q1,form
0.12876447,Q1,form
0.088104536,Q1,form
0.10900847,Q1,form
1.066911426,Q1,form
0.368474637,Q1,form
0.283456679,Q1,form
0.66775684,Q1,form
2.87E-01,Q1,form
0.37796986,Q1,form
0.034933219,Q1,form
0.011151396,Q1,form
0.48662295,Q1,form
0.161973748,Q1,form
0.38705446,Q1,form
0.489491041,Q1,form
0.270938493,Q1,form
0.298720853,Q1,form
0.50700454,Q1,form
0.353204822,Q1,form
0.325011783,Q1,form
0.239056057,Q1,form
0.944372596,Q1,form
6.45E-03,Q1,form
0.34169394,Q1,form
0.009214026,Q1,form
0.064692043,Q1,form
0.59763706,Q1,form
0.145356513,Q1,form
0.05942578,Q1,form
0.116553391,Q1,form
0.095574414,Q1,form
0.404602759,Q1,form
0.50365905,Q1,form
0.490892962,Q1,form
0.126369209,Q1,form
0.199826173,Q1,form
0.036833192,Q1,form
1.91E-02,Q1,form
0.72279657,Q1,form
0.087698017,Q1,form
0.159875415,Q1,form
0.25256736,Q1,form
0.884185238,Q1,form
0.09761287,Q1,form
0.053553125,Q1,form
0.802708469,Q1,form
0.532733625,Q1,form
0.61339961,Q1,form
0.446782989,Q1,form
0.048953471,Q1,form
0.19771653,Q1,form
0.225643482,Q1,form
2.81E-01,Q1,form
0.62807613,Q1,form
0.027575345,Q1,form
0.020074837,Q1,form
0.47257962,Q1,form
0.840795791,Q1,form
0.80402558,Q1,form
0.572665234,Q1,form
1.076519675,Q1,form
0.835166416,Q1,form
0.43978029,Q1,form
0.292819512,Q1,form
0.766448284,Q1,form
0.117424315,Q1,form
0.164171632,Q1,form
2.25E-01,Q1,form
0.38401585,Q1,form
1.042291093,Q1,form
0.002227955,Q1,form
0.50066629,Q1,form
0.164743288,Q1,form
0.9218655,Q1,form
0.048352684,Q1,form
0.13464269,Q1,form
0.432608122,Q1,form
0.12577121,Q1,form
0.613590132,Q1,form
0.016424718,Q1,form
0.004463571,Q1,form
0.124573561,Q1,form
1.12E-01,Q1,form
0.22480488,Q1,form
0.15146626,Q1,form
0.237211904,Q1,form
0.86914155,Q1,form
0.091812089,Q1,form
0.54636011,Q1,form
0.114865408,Q1,form
0.27899511,Q1,form
0.106910046,Q1,form
0.20399023,Q1,form
0.123443636,Q1,form
0.341403149,Q1,form
0.108219976,Q1,form
0.054051842,Q1,form
2.18E-01,Q1,form
0.41223045,Q1,form
0.076627839,Q1,form
0.03941477,Q1,form
1.56620186,Q1,form
0.177667804,Q1,form
0.16984136,Q1,form
0.058290067,Q1,form
0.50597846,Q1,form
0.157415375,Q1,form
0.08794195,Q1,form
1.095388245,Q1,form
0.043128391,Q1,form
0.359111496,Q1,form
0.032178063,Q1,form
2.30E-05,Q1,form
0.42633775,Q1,form
1.093796212,Q1,form
0.060236132,Q1,form
1.59896964,Q1,form
0.184130062,Q1,form
0.78430522,Q1,form
0.086741241,Q1,form
0.426289034,Q1,form
0.369819002,Q1,form
0.34479853,Q1,form
0.636287302,Q1,form
0.293519773,Q1,form
0.00910097,Q1,form
0.385980314,Q1,form
2.44E-01,Q1,form
0.3034027,Q1,form
0.055813896,Q1,form
0.12120717,Q1,form
0.31342181,Q1,form
0.127816098,Q1,form
0.33040063,Q1,form
0.077103017,Q1,form
0.493560259,Q1,form
0.552555461,Q1,form
0.12209453,Q1,form
0.408452666,Q1,form
0.302728632,Q1,form
0.357535193,Q1,form
1.088560699,Q1,form
3.81E-02,Q1,form
1.22883554,Q1,form
0.14656101,Q1,form
1.231262944,Q1,form
1.14022067,Q1,form
0.093658448,Q1,form
0.9262532,Q1,form
0.556302925,Q1,form
0.658059011,Q1,form
0.296168225,Q1,form
0.84880639,Q1,form
1.263700509,Q1,form
0.680445481,Q1,form
0.145873557,Q1,form
0.432748801,Q1,form
6.97E-02,Q1,form
0.33967862,Q1,form
1.011666651,Q1,form
1.067666523,Q1,form
0.39768183,Q1,form
0.144433333,Q1,form
0.07688087,Q1,form
0.395834633,Q1,form
0.072952647,Q1,form
0.249231849,Q1,form
0.18125096,Q1,form
0.970764526,Q1,form
0.554109625,Q1,form
0.218652963,Q1,form
0.269766487,Q1,form
2.54E-02,Q1,form
0.33564796,Q1,form
1.0165719,Q1,form
1.073615484,Q1,form
0.6116804,Q1,form
0.142586974,Q1,form
0.25050582,Q1,form
0.054397116,Q1,form
0.010006769,Q1,form
0.261509972,Q1,form
0.3635652,Q1,form
0.469492348,Q1,form
0.015067292,Q1,form
0.056306544,Q1,form
0.382965844,Q1,form
6.21E-02,Q1,form
0.46059834,Q1,form
0.135490832,Q1,form
0.110802299,Q1,form
1.67854854,Q1,form
0.199824117,Q1,form
0.40151832,Q1,form
0.338960133,Q1,form
0.138670998,Q1,form
1.128513525,Q1,form
0.02573595,Q1,form
0.378470725,Q1,form
0.074620401,Q1,form
0.089045531,Q1,form
0.37378578,Q1,form
4.98E-02,Q1,form
0.27115744,Q1,form
1.095055891,Q1,form
0.168798856,Q1,form
0.23852402,Q1,form
0.113045222,Q1,form
0.01130708,Q1,form
0.30860315,Q1,form
0.597127287,Q1,form
0.766620894,Q1,form
0.68062386,Q1,form
0.186397679,Q1,form
0.090389972,Q1,form
0.258763842,Q1,form
0.494155554,Q1,form
3.38E-01,Q1,form
0.28123408,Q1,form
1.082792768,Q1,form
0.153926454,Q1,form
1.26192958,Q1,form
0.117661121,Q1,form
0.92977382,Q1,form
0.605009359,Q1,form
0.939762591,Q1,form
0.156524554,Q1,form
0.23141655,Q1,form
0.787039862,Q1,form
0.487995803,Q1,form
1.164629889,Q1,form
0.361157161,Q1,form
2.07E-01,Q1,form
0.1243177,Q2,lat
0.748060473,Q2,lat
0.71597669,Q2,lat
1.1880308,Q2,lat
0.021805942,Q2,lat
0.520103406,Q2,lat
0.19320455,Q2,lat
0.257502282,Q2,lat
0.82069691,Q2,lat
0.2523375,Q2,lat
0.02850063,Q2,lat
1.0721075,Q2,lat
1.03845489,Q2,lat
0.01068942,Q2,lat
0.008565815,Q2,lat
0.1267032,Q2,lat
0.775534373,Q2,lat
0.74130439,Q2,lat
0.1490131,Q2,lat
0.036691978,Q2,lat
0.683487464,Q2,lat
0.2367138,Q2,lat
0.311738668,Q2,lat
1.15832272,Q2,lat
0.7108257,Q2,lat
3.07857798,Q2,lat
0.19803637,Q2,lat
0.11514335,Q2,lat
0.08444528,Q2,lat
0.186378829,Q2,lat
0.8534176,Q2,lat
0.004483541,Q2,lat
0.04763141,Q2,lat
0.8238657,Q2,lat
0.160742279,Q2,lat
3.78007805,Q2,lat
0.9139666,Q2,lat
1.130375217,Q2,lat
0.98348625,Q2,lat
1.8982274,Q2,lat
1.69588924,Q2,lat
0.94923536,Q2,lat
0.32846197,Q2,lat
0.17723451,Q2,lat
0.534820606,Q2,lat
0.1064264,Q2,lat
0.457993779,Q2,lat
0.47398109,Q2,lat
1.4806635,Q2,lat
0.089839328,Q2,lat
0.002965067,Q2,lat
0.06759218,Q2,lat
0.450729387,Q2,lat
0.23665591,Q2,lat
0.6636759,Q2,lat
1.90292049,Q2,lat
0.10181341,Q2,lat
0.44044165,Q2,lat
0.37580028,Q2,lat
0.324968215,Q2,lat
0.1253117,Q2,lat
0.240492069,Q2,lat
0.2734701,Q2,lat
1.1717735,Q2,lat
0.028008457,Q2,lat
1.889726123,Q2,lat
1.10573857,Q2,lat
0.313434109,Q2,lat
0.62056127,Q2,lat
1.0017076,Q2,lat
0.87563381,Q2,lat
0.04045244,Q2,lat
0.16721104,Q2,lat
0.92895004,Q2,lat
0.240987904,Q2,lat
0.1072216,Q2,lat
0.448835812,Q2,lat
0.46553852,Q2,lat
1.4676576,Q2,lat
0.084877316,Q2,lat
0.82917131,Q2,lat
0.1576194,Q2,lat
0.364525151,Q2,lat
0.97033755,Q2,lat
0.283172,Q2,lat
0.31961294,Q2,lat
0.70813863,Q2,lat
0.85590891,Q2,lat
0.29248815,Q2,lat
0.050905887,Q2,lat
0.1076192,Q2,lat
0.444256829,Q2,lat
0.46131724,Q2,lat
0.4611547,Q2,lat
0.08239631,Q2,lat
0.654760502,Q2,lat
1.00263301,Q2,lat
0.17784758,Q2,lat
0.07383428,Q2,lat
1.54292,Q2,lat
0.52204084,Q2,lat
0.56311465,Q2,lat
0.21364253,Q2,lat
0.17663237,Q2,lat
0.263874722,Q2,lat
0.8895977,Q2,lat
0.412203945,Q2,lat
0.43176825,Q2,lat
1.415634,Q2,lat
0.065029268,Q2,lat
1.042283184,Q2,lat
0.21772826,Q2,lat
0.125543303,Q2,lat
0.19831139,Q2,lat
0.5611563,Q2,lat
0.21361726,Q2,lat
0.64794679,Q2,lat
0.11777793,Q2,lat
0.06564188,Q2,lat
0.045343429,Q2,lat
0.8762787,Q2,lat
0.258808002,Q2,lat
1.29035524,Q2,lat
1.1977852,Q2,lat
0.018084433,Q2,lat
1.353998876,Q2,lat
0.32568413,Q2,lat
0.443943185,Q2,lat
0.33454818,Q2,lat
0.9627154,Q2,lat
1.10901871,Q2,lat
0.13964347,Q2,lat
0.20185445,Q2,lat
0.1344731,Q2,lat
0.110887438,Q2,lat
0.1012579,Q2,lat
0.517520563,Q2,lat
0.52885778,Q2,lat
1.4347981,Q2,lat
0.122092407,Q2,lat
0.388148485,Q2,lat
0.31758472,Q2,lat
0.800116116,Q2,lat
0.31788661,Q2,lat
1.1869515,Q2,lat
0.25558044,Q2,lat
0.48349832,Q2,lat
0.5899045,Q2,lat
0.23032492,Q2,lat
0.056373353,Q2,lat
1.1046373,Q2,lat
0.478599204,Q2,lat
0.49297687,Q2,lat
1.4900732,Q2,lat
0.101003855,Q2,lat
0.325271914,Q2,lat
0.36503095,Q2,lat
0.210052097,Q2,lat
0.29760881,Q2,lat
0.3948098,Q2,lat
0.40963753,Q2,lat
0.1007945,Q2,lat
0.43064033,Q2,lat
0.09555075,Q2,lat
0.066608455,Q2,lat
0.8788629,Q2,lat
0.288571394,Q2,lat
0.31779358,Q2,lat
3.7599456,Q2,lat
0.001957894,Q2,lat
0.7084421,Q2,lat
0.56690432,Q2,lat
0.518520434,Q2,lat
0.09272308,Q2,lat
0.4256468,Q2,lat
2.23826918,Q2,lat
0.06770066,Q2,lat
0.67658587,Q2,lat
0.2375357,Q2,lat
0.204815131,Q2,lat
0.8796581,Q2,lat
0.297729361,Q2,lat
0.32623615,Q2,lat
0.2530603,Q2,lat
0.003004118,Q2,lat
0.340578477,Q2,lat
0.05693153,Q2,lat
0.933774972,Q2,lat
0.61427038,Q2,lat
0.8548571,Q2,lat
0.95496163,Q2,lat
0.5223473,Q2,lat
0.56111861,Q2,lat
0.06924727,Q2,lat
0.22112254,Q2,lat
1.1058301,Q2,lat
0.464862254,Q2,lat
0.48031301,Q2,lat
0.509582,Q2,lat
0.093560837,Q2,lat
0.622932651,Q2,lat
0.20007177,Q2,lat
0.36282971,Q2,lat
0.791901,Q2,lat
0.1740539,Q2,lat
1.13459885,Q2,lat
0.23427744,Q2,lat
0.70384121,Q2,lat
0.1479834,Q2,lat
0.005514962,Q2,lat
0.1024506,Q2,lat
1.503783612,Q2,lat
1.51619393,Q2,lat
0.545693,Q2,lat
0.114649389,Q2,lat
1.33635305,Q2,lat
0.3174561,Q2,lat
0.227002077,Q2,lat
0.1283768,Q2,lat
0.3661956,Q2,lat
0.18054177,Q2,lat
0.54842638,Q2,lat
0.66310538,Q2,lat
0.28275757,Q2,lat
0.10472014,Q2,lat
0.1215346,Q2,lat
0.716007589,Q2,lat
0.6864277,Q2,lat
0.2335515,Q2,lat
0.0044389,Q2,lat
1.192373912,Q2,lat
0.27810929,Q2,lat
0.039106835,Q2,lat
0.3037802,Q2,lat
0.2658988,Q2,lat
0.22007705,Q2,lat
0.38727536,Q2,lat
0.3343195,Q2,lat
0.52167991,Q2,lat
0.117783966,Q2,lat
1.1044385,Q2,lat
0.480888696,Q2,lat
0.49508751,Q2,lat
1.5131783,Q2,lat
0.102244358,Q2,lat
0.216693991,Q2,lat
0.34252414,Q2,lat
0.461134268,Q2,lat
0.34586045,Q2,lat
0.8649358,Q2,lat
0.01118936,Q2,lat
0.12330649,Q2,lat
0.65177351,Q2,lat
0.10347865,Q2,lat
0.139875962,Q2,lat
0.8794593,Q2,lat
0.295439869,Q2,lat
0.67587449,Q2,lat
0.2498088,Q2,lat
0.001763615,Q2,lat
0.317455617,Q2,lat
0.03442473,Q2,lat
0.004961337,Q2,lat
0.26252202,Q2,lat
1.1847312,Q2,lat
0.47578852,Q2,lat
0.49983531,Q2,lat
1.23998543,Q2,lat
0.76131937,Q2,lat
0.014638122,Q2,lat
0.876875,Q2,lat
0.265676477,Q2,lat
0.29668716,Q2,lat
1.2075397,Q2,lat
0.014362924,Q2,lat
0.171898841,Q2,lat
0.45816372,Q2,lat
0.569615911,Q2,lat
0.51020672,Q2,lat
0.3730934,Q2,lat
0.14653805,Q2,lat
0.30717944,Q2,lat
0.56525401,Q2,lat
0.04174322,Q2,lat
0.269659309,Q2,lat
0.8796581,Q2,lat
0.702270639,Q2,lat
0.32623615,Q2,lat
0.2530603,Q2,lat
0.003004118,Q2,lat
1.240578477,Q2,lat
0.45693153,Q2,lat
0.066225028,Q2,lat
0.08572962,Q2,lat
0.2548571,Q2,lat
0.55496163,Q2,lat
0.0223473,Q2,lat
0.03888139,Q2,lat
0.16924727,Q2,lat
0.27887746,Q2,lat
0.8762787,Q2,lat
0.258808002,Q2,lat
0.29035524,Q2,lat
0.1977852,Q2,lat
0.018084433,Q2,lat
0.453998876,Q2,lat
0.07431587,Q2,lat
0.156056815,Q2,lat
0.16545182,Q2,lat
0.6627154,Q2,lat
1.00901871,Q2,lat
0.13964347,Q2,lat
0.20185445,Q2,lat
0.2344731,Q2,lat
0.289112562,Q2,lat
0.1235226,Q2,lat
0.261097494,Q2,lat
0.70753412,Q2,lat
0.2010367,Q2,lat
0.98315607,Q2,lat
0.987967029,Q2,lat
0.39682267,Q2,lat
0.07275682,Q2,lat
0.51370345,Q2,lat
0.3671586,Q2,lat
1.18819183,Q2,lat
0.26215546,Q2,lat
0.82298763,Q2,lat
0.44240099,Q2,lat
0.217371856,Q2,lat
0.1008603,Q2,lat
0.477900454,Q2,lat
0.46692094,Q2,lat
0.5717048,Q2,lat
1.124573413,Q2,lat
0.572080297,Q2,lat
0.13740167,Q2,lat
0.142488847,Q2,lat
0.11438989,Q2,lat
0.3272035,Q2,lat
1.51392667,Q2,lat
0.0714777,Q2,lat
0.53217087,Q2,lat
0.74618071,Q2,lat
0.256595482,Q2,lat
0.1308779,Q2,lat
0.176386302,Q2,lat
0.78562788,Q2,lat
1.0807322,Q2,lat
0.937257459,Q2,lat
0.535228513,Q2,lat
0.26407092,Q2,lat
0.293347657,Q2,lat
0.07160706,Q2,lat
1.4618199,Q2,lat
0.65878666,Q2,lat
0.17078816,Q2,lat
0.14105974,Q2,lat
0.04906898,Q2,lat
0.277448398,Q2,lat
1.1288899,Q2,lat
0.800718781,Q2,lat
0.76452146,Q2,lat
0.8867531,Q2,lat
0.949662489,Q2,lat
0.954887571,Q2,lat
0.48913896,Q2,lat
0.005211312,Q2,lat
0.5890907,Q2,lat
2.7605601,Q2,lat
0.45051778,Q2,lat
1.05433174,Q2,lat
0.3523916,Q2,lat
0.8716521,Q2,lat
0.342292576,Q2,lat
1.1209383,Q2,lat
0.709139114,Q2,lat
0.31990422,Q2,lat
2.7566941,Q2,lat
0.000717391,Q2,lat
2.633523805,Q2,lat
1.38941112,Q2,lat
0.852665932,Q2,lat
0.34097471,Q2,lat
1.9555208,Q2,lat
0.61744229,Q2,lat
0.04518867,Q2,lat
1.19771905,Q2,lat
0.44546359,Q2,lat
0.601669287,Q2,lat
0.8780678,Q2,lat
0.720586573,Q2,lat
0.69064899,Q2,lat
0.7729515,Q2,lat
0.006919906,Q2,lat
2.376305724,Q2,lat
1.7231229,Q2,lat
0.196734104,Q2,lat
0.90028347,Q2,lat
0.8938493,Q2,lat
1.42157673,Q2,lat
1.35774862,Q2,lat
0.80794688,Q2,lat
0.29417587,Q2,lat
0.330752802,Q2,lat
0.8788629,Q2,lat
0.711428606,Q2,lat
0.68220642,Q2,lat
0.2400544,Q2,lat
0.001957894,Q2,lat
1.4084421,Q2,lat
0.93309568,Q2,lat
0.718520434,Q2,lat
0.09272308,Q2,lat
0.2743532,Q2,lat
1.13826918,Q2,lat
1.36770066,Q2,lat
0.82341413,Q2,lat
0.3624643,Q2,lat
0.204815131,Q2,lat
0.8901941,Q2,lat
0.58092758,Q2,lat
0.43810017,Q2,lat
0.4253885,Q2,lat
0.068750777,Q2,lat
0.216385467,Q2,lat
0.75020785,Q2,lat
0.7391024,Q2,lat
0.24306629,Q2,lat
1.0715342,Q2,lat
0.5488634,Q2,lat
0.98451724,Q2,lat
0.21882251,Q2,lat
0.41057444,Q2,lat
0.235203318,Q2,lat
1.09179319,Q2,form
0.31333949,Q2,form
0.433527609,Q2,form
0.821905068,Q2,form
0.030882226,Q2,form
0.24259923,Q2,form
0.05257264,Q2,form
1.30178112,Q2,form
2.06139014,Q2,form
0.02505674,Q2,form
2.00503318,Q2,form
1.946993823,Q2,form
0.1656518,Q2,form
0.21847307,Q2,form
0.004592484,Q2,form
0.29534138,Q2,form
0.06562439,Q2,form
0.133105091,Q2,form
0.294697367,Q2,form
0.124123379,Q2,form
0.52437275,Q2,form
0.34002195,Q2,form
0.08054798,Q2,form
1.06892818,Q2,form
0.88827313,Q2,form
1.87206108,Q2,form
0.275356033,Q2,form
0.36715764,Q2,form
0.11495941,Q2,form
0.33688076,Q2,form
0.61396882,Q2,form
0.04474372,Q2,form
0.000746525,Q2,form
0.505347401,Q2,form
0.165666467,Q2,form
0.05817215,Q2,form
0.17236607,Q2,form
0.10316975,Q2,form
0.42276279,Q2,form
0.29663687,Q2,form
0.96628143,Q2,form
0.696903552,Q2,form
0.31436322,Q2,form
0.01797388,Q2,form
0.218593358,Q2,form
0.28728007,Q2,form
0.07543489,Q2,form
0.145003013,Q2,form
0.275972919,Q2,form
0.12043066,Q2,form
1.27914614,Q2,form
0.65714692,Q2,form
